"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40","C41","C42","C43","C44","C45","C46","C47","C48","C49","C50","C51","C52","C53","C54","C55","C56","C57","C58","C59","C60","C61","C62","C63","C64","C65","C66","C67","C68","C69","C70","C71","C72","C73","C74","C75","C76","C77","C78","C79","C80","C81","C82","C83","C84","C85","C86","C87","C88","C89","C90","C91","C92","C93","C94","C95","C96","C97","C98","C99","C100","C101","C102","C103","C104","C105","C106","C107","C108","C109","C110","C111","C112","C113","C114","C115","C116","C117","C118","C119","C120","C121","C122","C123","C124","C125","C126","C127","C128","C129","C130","C131","C132","C133","C134","C135","C136","C137","C139","C140","C141","C142","C143","C144","C145","C146","C147","C148","C149","C150","C151","C152","C153","C154","C155","C156","C157","C158","C159","C160","C161","C162","C163","C164","C165","C166","C167","C168","C169","C170","C171","C172","C173","C174","C175","C176","C177","C178","C179","C180","C181","C182","C183","C184","C185","C186","C187","C188","C189","C190","C191","C192","C193","C194","C195","C196","C197","C198","C199","C200","C201","C202","C203","C204","C205","C206","C207","C208","C209","C210","C211","C212","C213","C214","C215","C216","C217","C218","C219","C220","C221","C222","C223","C224","C225","C226","C227","C228","C229","C230","C231","C232","C233","C234","C235","C236","C237","C238","C239","C240","C241","C242","C243","C244","C245","C246","C247","C248","C249","C250","C251","C252","C253","C254","C255","C256","C257","C258","C259","C260","C261","C262","C263","C264","C265","C266","C267","C268","C269","C270","C271","C272","C273","C274","C275","C276","C277","C278","C279","C280","C281","C282","C283","C284","C285","C286","C287","C288","C289","C290","C291","C292","C293","C294","C295","C296","C297","C298","C299","C300","C301","C302","C303","C304","C305","C306","C307","C308","C309","C310","C311","C312","C313","C314","C315","C316","C317","C318","C319","C320","C321","C322","C323","C324","C325","C326","C327","C329","C330","C331","C332","C333","C334","C335","C336","C337","C338","C339","C340","C341","C342","C343","C344","C345","C346","C347","C348","C349","C350","C351","C352","C353","C354","C355","C356","C357","C358","C359","C360","C361","C362","C363","C364","C365","C366","C367","C368","C369","C370","C371","C372","C373","C374","C375","C376","C377","C378","C379","C380","C381","C382","C383","C384","C385","C386","C387","C388","C389","C390","C391","C392","C393","C394","C395","C396","C397","C398","C399","C400","C401","C402","C403","C404","C405","C406","C407","C408","C409","C410","C412","C413","C414","C415","C416","C417","C418","C419","C420","C421","C422","C423","C424","C425","C426","C427","C428","C429","C430","C431","C432","C433","C434","C435","C436","C437","C438","C439","C440","C441","C442","C443","C444","C445","C446","C447","C448","C449","C450","C451","C452","C453","C454","C455","C456","C457","C458","C459","C460","C461","C462","C463","C464","C465","C466","C467","C468","C469","C470","C471","C472","C473","C474","C475","C476","C477","C478","C479","C480","C481","C482","C483","C484","C485","C486","C487","C488","C489","C490","C491","C492","C493","C494","C495","C496","C497","C498","C499","C500","C501","C502","C503","C504","C505","C506","C507","C508","C509","C510"
"G19884",0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,4,4,0,1,0,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,3,0,0,1,0,0,0,0,8,3,0,0,2,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,2,2,4,4,0,0,0,1,0,3,0,1,0,2,0,0,1,1,0,4,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,1,0,4,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"G27527",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,4,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"H61",0,2,1,0,0,0,1,0,2,2,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,5,0,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,4,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,4,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,3,0,1,2,0,0,0,0,0,0,3,0,0,1,0,1,0,1,1,3,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,0,0,2,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,2,0,1,4,0,0,0,0,0,1,1,1,0,5,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,6,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0
"G17841",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,2,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,3,1,0,1,1,0,0,3,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,2,1,1,1,0,0,0,1,0,1,0,0,4,0,1,0,1,0,1,1,3,1,0,0,1,4,0,0,3,2,0,0,0,1,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,1,3,0,0,1,0,4,0,0,0,0,2,0,0,0,0,1,0,2
"G17662",0,10,29,2,4,0,7,8,0,29,11,11,5,2,4,10,15,14,11,8,2,6,2,0,2,5,5,0,6,6,4,4,12,0,9,15,5,3,2,0,0,11,9,0,13,10,3,15,0,1,10,5,0,0,1,3,3,1,12,5,2,9,9,0,0,9,3,8,3,4,9,0,8,5,3,1,5,5,13,6,8,8,4,3,7,3,4,3,12,4,11,13,6,4,0,11,10,12,18,18,25,1,7,7,2,0,8,0,8,0,13,0,9,6,0,14,5,0,14,11,8,8,7,8,7,6,1,0,5,0,0,0,4,15,2,12,10,0,2,0,17,13,6,2,5,8,2,9,31,7,5,0,5,2,11,5,0,0,0,17,9,7,19,2,13,1,6,11,6,9,10,10,8,3,4,6,3,10,0,6,0,0,0,9,10,5,7,10,18,5,0,1,9,8,5,17,19,6,0,3,4,3,0,1,10,1,0,0,31,18,0,4,0,0,5,4,7,4,0,3,8,5,6,2,28,10,4,6,6,3,0,10,1,0,16,9,2,10,4,0,0,0,9,4,6,13,7,7,14,11,1,2,4,3,4,22,1,0,11,4,12,3,7,7,0,0,4,5,3,1,2,11,13,6,0,0,6,0,3,3,0,11,0,3,0,4,5,0,4,6,5,8,5,8,21,9,2,9,7,7,9,0,6,6,8,0,10,10,5,6,5,5,8,0,3,3,9,5,3,6,3,3,4,15,7,11,4,12,18,19,1,4,2,7,7,3,20,2,7,0,0,4,2,10,12,9,6,8,7,10,0,17,10,0,13,13,8,1,13,23,5,3,2,4,4,0,13,9,20,2,2,5,13,20,8,8,8,13,2,4,8,6,3,4,6,7,0,0,0,10,5,3,0,0,0,18,0,4,0,2,3,10,13,0,2,3,4,9,14,0,0,22,8,24,15,5,2,7,4,4,10,0,4,4,28,4,12,2,0,0,4,27,4,0,0,10,7,0,15,11,7,2,6,6,11,12,8,6,0,13,6,0,12,0,23,3,21,7,3,8,11,3,16,2,8,0,4,2,3,12,9,0,3,0,9,3,0,0,0,4,8,0,3,9,7,24,11,3,15,8,6,0,14,1,22,0,0,0,2,7,6,13,2,11,16,0,6
"G15715",0,3,1,0,0,1,0,3,1,1,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,2,3,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,1,0,2,1,0,0,2,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,3,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,1,0,0,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"H1612",0,3,1,1,2,0,3,0,3,6,0,2,0,0,2,2,0,2,0,0,0,4,2,0,0,0,0,2,2,0,1,0,0,4,2,1,1,1,0,0,0,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,11,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,1,0,2,3,6,2,5,5,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,0,2,3,2,0,0,4,0,0,2,0,0,0,1,0,0,4,0,2,0,2,3,3,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,1,1,7,1,0,1,1,0,1,0,1,5,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,2,3,0,3,0,0,1,0,0,0,0,3,0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,4,5,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,0,5,0,6,0,0,0,0,0,0,1,0,0,3,0,0,3,4,0,1,1,0,0,1,0,0,8,1,1,0,4,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,2,3,0,10,3,0,0,2,0,0,0,0,7,0,0,3,0,0,1,0,2,2,0,5,0,0,1,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,3,0,2,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,2,0,0,3,1,1,0,1,0,1,7,2,0,0,0,5,1,2,0,0,3,1,2,3,0,1,0,1,0,0,0,3,0,5,2,2,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,3,2,2,0,1,3,0,0,0,0,5,0,0,0,0,4,1,0,0,0,3,2,0
"H1533",0,1,2,0,0,0,0,0,3,0,1,0,1,1,0,1,2,4,6,0,1,1,0,0,0,2,2,1,2,0,2,1,0,2,0,2,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,4,0,2,1,0,0,0,2,1,0,0,0,0,0,1,4,0,0,1,0,0,4,5,3,0,1,0,2,0,0,5,0,0,4,1,0,0,1,0,0,3,0,0,0,4,2,5,0,0,0,2,0,0,4,2,0,0,2,0,0,2,0,0,5,0,2,0,1,0,2,0,0,0,2,0,2,0,4,2,0,0,0,1,1,0,0,1,0,0,0,5,3,0,0,2,0,0,0,4,1,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,3,0,4,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,2,3,0,0,0,4,2,0,1,0,3,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,0,1,0,3,0,1,0,0,1,0,1,1,3,5,1,1,2,0,1,0,2,3,0,0,0,0,0,0,1,1,0,7,1,0,1,0,4,0,1,2,3,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2,4,0,2,0,0,0,0,0,1,1,0,3,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,4,1,3,0,0,2,0,5,0,0,0,0,3,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,4,0,8,0,2,1,5,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,0,0,2,0,4,2,0,0,0,1,1,0,0,2,0,2,0
"H1271",0,1,5,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,2,0,1,0,0,1,1,1,2,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,3,0,0,1,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,1,0,0,0,1,1,0,0,2,3,1,0,0,2,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,7,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0
"H1488",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"H1283",0,0,3,0,0,1,3,0,3,2,6,2,0,0,2,0,3,2,1,2,0,1,0,0,0,1,2,3,0,0,1,0,2,0,0,3,0,0,0,3,0,2,1,0,0,3,0,2,0,0,0,2,1,6,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,2,0,9,4,5,0,2,0,0,1,0,0,3,0,0,0,0,7,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,5,1,0,0,2,2,7,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,2,0,4,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,4,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,1,1,1,0,2,3,0,0,0,3,1,4,0,1,1,0,0,2,0,2,1,0,1,0,2,0,0,2,0,1,0,0,1,2,0,0,2,0,0,0,0,3,0,0,2,2,0,2,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,4,3,0,0,0,0,3,2,0,7,0,2,2,0,2,1,0,0,2,0,4,1,2,0,0,0,1,2,0,0,0,3,3,2,0,0,1,1,0,3,0,3,0,0,2,0,4,0,2,0,0,0,0,1,0,0,2,1,2,0,1,0,0,0,0,0,2,0,2,0,1,3,0,1,0,2,0,0,3,0,3,0,0,0,1,0,4,4,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,0,3,3,2,3,0,0,0,2,1,4,0,0,0,3,0,0,0,2,8,0,3,0,1,0,2,0,4,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,0,1,0,1,0,4,2,1,1,1,0,0,3,0,3,0,3,0,0,2,0,0,0,0,5,0,0
"H1785",0,0,0,1,0,0,0,2,1,3,0,3,0,1,0,3,0,1,0,2,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,0,3,0,0,0,0,3,0,2,1,2,2,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,4,5,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,1,4,0,9,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,5,0,2,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,1,0,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,2,3,0,0,0,0,0,2,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,3,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,2,2,0,5,0,0,0,3,0,0,0,0,0,2,0,1,2,5,2,0,0,3,3,0,2,0,1,0,0,2,0,0,0,2,3,0,2,0,0,0,0,1,0,0,0,1,0,2,1,3,0,0,0,0,3,0,2,6,0,0,2,0,2,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,2,1,1,0,0,1,2,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,3,0,0,1,0,0,0,0,0,1,0
