"","GSM1368273","GSM1368274","GSM1368275","GSM1368276","GSM1368277","GSM1368278","GSM1368279","GSM1368280","GSM1368281","GSM1368282","GSM1368283","GSM1368284","GSM1368285","GSM1368286","GSM1368287","GSM1368288","GSM1368289","GSM1368290"
"SPAC1039.01",248,118,220,63,72,1,318,202,247,38,183,119,124,118,110,116,159,110
"SPAC1039.02",2901,1703,3030,931,921,698,1816,947,1186,532,2604,1185,1713,1112,1097,1280,1991,871
"SPAC1039.03",467,237,282,258,98,106,227,109,129,110,478,257,246,209,161,226,302,130
"SPAC1039.05c",265,151,280,89,45,60,212,117,217,72,341,169,224,119,106,154,230,117
"SPNCRNA.1084",2,0,5,35,2,0,0,4,0,0,3,1,3,1,1,5,2,0
"SPAC1039.06",412,199,326,235,171,141,219,131,128,116,379,241,183,143,140,143,224,140
"SPNCRNA.1085",2,0,1,17,1,0,0,5,0,1,2,1,0,0,0,0,3,2
"SPAC1039.08",45,37,32,14,9,13,38,13,38,13,74,43,19,12,28,22,24,20
"SPNCRNA.1086",36,10,28,22,12,0,8,2,9,8,43,20,7,16,6,9,19,7
"SPNCRNA.275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"SPAC1039.09",30,10,28,7,11,1,48,6,21,23,34,13,13,5,6,11,15,7
"SPAC1039.11c",153,87,149,81,67,63,98,88,127,37,123,104,81,64,66,57,126,79
"SPNCRNA.1087",189,67,126,88,62,13,96,75,43,43,158,60,66,52,27,41,67,48
"SPNCRNA.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1088",47,19,20,4,11,16,22,9,7,11,8,7,18,15,7,16,41,28
"SPNCRNA.1089",18,5,13,3,11,0,10,9,2,1,4,5,9,15,11,6,10,2
"SPNCRNA.277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC922.04",4453,1946,3208,2572,1075,1005,3788,2223,2568,1602,6760,3764,3970,2422,2145,3354,4078,1995
"SPNCRNA.278",10,5,0,0,2,0,2,0,5,2,1,5,9,0,2,8,18,0
"SPAC922.06",211,74,145,47,61,44,174,82,122,56,245,120,90,60,47,73,102,77
"SPAC922.07c",161,85,140,128,86,50,105,69,91,94,266,181,99,79,56,88,148,99
"SPNCRNA.1090",21,9,9,38,7,0,24,7,12,4,18,16,5,12,8,8,16,4
"SPNCRNA.1091",57,16,39,79,13,0,17,8,22,8,43,23,24,22,10,22,24,18
"SPNCRNA.1093",1,2,1,0,0,0,2,2,5,5,12,2,5,2,0,1,1,0
"SPAC869.06c",0,0,0,14,6,10,136,97,85,5,24,5,5,2,5,1,8,3
"SPNCRNA.279",5,0,0,0,1,0,0,2,0,0,2,0,1,4,0,2,0,1
"SPAC869.05c",290,170,249,294,80,50,182,82,75,41,189,101,121,50,59,79,140,75
"SPAC869.04",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"SPAC869.03c",1,0,0,0,0,0,0,1,0,0,5,3,8,0,0,0,0,0
"SPNCRNA.280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.282",2,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0
"SPAC869.02c",520,279,578,390,398,344,542,378,359,320,1139,600,717,326,311,454,766,258
"SPAC869.01",4,0,0,0,2,0,0,2,0,0,15,9,9,5,0,1,9,0
"SPAC186.01",95,49,29,77,39,2,134,39,33,44,118,24,105,60,23,70,123,12
"SPNCRNA.96",1,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0
"SPAC186.03",0,0,1,0,4,0,4,2,1,1,3,0,4,0,1,0,0,0
"SPAC186.04c",1,0,11,1,2,0,0,0,11,1,6,14,1,0,10,1,0,6
"SPAC186.06",1,0,7,0,0,0,0,0,14,0,0,5,0,0,1,0,0,0
"SPNCRNA.310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC750.01",118,67,162,102,63,101,99,73,136,65,257,171,67,28,80,43,132,58
"SPAC750.04c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC750.06c",1,0,3,10,0,0,1,0,0,0,0,3,1,0,0,1,0,0
"SPAC750.08c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC212.10",9,4,7,3,4,3,6,4,11,3,4,6,12,6,7,6,5,10
"SPAC212.08c",8,0,1,1,4,1,22,1,2,9,22,8,10,2,4,9,1,3
"SPAC212.07c",7,0,1,1,0,14,1,1,0,0,2,2,5,2,0,1,2,2
"SPAC212.06c",0,0,0,0,6,0,0,0,0,0,2,1,5,0,1,0,0,2
"SPAC212.05c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC977.01",1,0,0,0,1,0,2,0,1,1,1,4,1,0,0,0,1,0
"SPAC977.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAC977.02",0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0
"SPAC977.06",0,1,1,0,0,0,0,0,0,0,1,1,1,2,0,4,3,0
"SPAC977.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.602",5,4,8,3,5,0,125,27,68,53,193,92,28,5,4,14,20,12
"SPAC977.10",1359,532,888,986,462,392,1008,429,509,413,1496,985,737,447,433,579,856,467
"SPAC977.12",1572,561,976,1423,587,433,713,298,297,197,505,349,690,554,415,898,744,501
"SPAC977.14c",1805,1077,2092,1691,989,1198,1407,1035,1609,917,3901,2467,1160,774,982,796,2239,811
"SPAC977.17",317,284,433,70,87,73,152,122,281,80,240,189,183,130,141,149,183,146
"SPNCRNA.137",0,2,0,0,0,0,1,0,9,0,3,3,0,0,0,1,0,0
"SPNCRNA.83",65,16,31,57,50,16,59,27,13,8,55,51,31,22,14,32,26,20
"SPAPJ695.02",22,2,17,7,2,0,11,11,19,3,9,1,2,2,0,2,3,4
"SPNCRNA.138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC1F8.01",32,13,46,0,5,25,23,7,30,4,12,23,24,6,9,12,34,7
"SPAC1F8.02c",4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,1
"SPAC1F8.03c",523,366,1034,135,119,157,34,24,17,13,114,56,190,563,35,580,166,272
"SPNCRNA.604",65,25,38,28,28,9,10,10,14,3,9,6,33,26,11,46,10,21
"SPNCRNA.139",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.605",530,263,479,224,95,41,103,42,81,98,319,226,265,270,195,311,278,206
"SPAC1F8.04c",25,17,16,0,7,20,11,8,38,13,81,52,29,16,13,8,23,6
"SPNCRNA.606",29,14,20,75,12,38,20,6,4,7,12,13,10,9,4,10,18,5
"SPAC1F8.05",114,40,77,114,53,29,121,69,74,39,208,117,98,42,43,87,79,52
"SPAC1F8.07c",26101,22622,33914,28017,19229,17506,19042,18529,23016,11512,25382,22028,24411,23770,26168,27642,36283,32420
"SPAC11D3.04c",1212,509,806,878,427,380,579,244,236,64,265,207,207,344,162,367,213,251
"SPAC11D3.06",421,155,207,113,127,120,315,138,188,106,367,236,193,146,134,153,207,102
"SPAC11D3.09",22,14,26,79,31,34,103,56,83,29,56,33,23,10,11,17,22,11
"SPAC11D3.10",101,48,78,6,36,3,124,30,58,29,126,67,59,33,33,69,53,61
"SPAC11D3.13",498,197,448,379,280,162,758,435,619,368,1273,696,440,325,319,349,370,300
"SPAC11D3.15",1631,762,1127,1068,487,309,1051,540,758,509,1815,1034,989,866,639,1000,1062,725
"SPAC11D3.17",155,57,88,189,32,28,161,82,93,49,126,66,85,87,73,88,85,56
"SPNCRNA.611",68,35,43,82,21,10,97,42,57,15,55,56,50,29,18,31,33,31
"SPAC5H10.02c",15,5,16,7,18,0,157,81,93,33,134,78,32,12,36,22,45,17
"SPNCRNA.613",27,10,13,15,16,26,3,11,2,9,22,8,7,10,10,14,10,5
"SPRRNA.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC5H10.05c",392,161,254,139,168,100,306,182,185,161,653,318,299,174,201,216,374,142
"SPAC5H10.07",26,5,13,0,32,17,4,1,0,6,6,2,2,5,1,7,2,8
"SPNCRNA.614",140,52,107,144,56,47,82,29,57,32,119,54,71,41,43,91,59,42
"SPNCRNA.615",31,6,17,22,10,0,7,2,4,3,14,5,6,5,2,9,8,4
"SPNCRNA.616",15,3,16,0,7,0,0,1,11,17,47,14,10,9,5,7,1,3
"SPAC13G6.02c",26303,11452,18519,25375,14679,10241,20877,10700,11400,7141,25093,14112,18354,14596,10867,18123,18982,11140
"SPNCRNA.141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC13G6.04",947,322,536,1110,464,288,1038,370,441,353,1064,440,843,537,313,894,619,431
"SPAC13G6.05c",312,123,199,304,129,76,121,78,99,59,349,195,214,133,121,167,220,141
"SPAC13G6.06c",3021,1491,2287,1666,1007,728,1509,786,1016,687,2194,1450,2030,1560,1361,1833,2056,1504
"SPAC13G6.07c",20703,10219,15929,21116,11243,9155,14365,7914,8865,5076,16900,9948,13987,10885,9223,13308,13964,8878
"SPAC13G6.08",80,40,59,3,21,21,5,10,26,20,55,53,36,40,41,36,31,20
"SPNCRNA.619",173,88,145,289,110,58,98,54,45,64,166,132,118,112,46,106,163,83
"SPAC13G6.09",629,254,432,541,244,181,368,162,253,185,581,317,376,302,205,397,447,269
"SPAC13G6.10c",3340,2650,4073,2337,1336,1225,1570,1465,1676,1492,3191,3203,3068,2542,3272,3174,5149,3999
"SPAC13G6.11c",757,359,550,399,288,239,477,246,342,196,644,468,475,289,298,515,485,306
"SPAC13G6.12c",358,162,251,402,194,235,370,185,202,107,425,248,254,159,153,246,310,171
"SPAC13G6.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC24B11.06c",914,511,830,1015,487,488,891,662,854,280,1042,748,597,490,553,561,812,613
"SPNCRNA.622",161,52,69,112,43,11,145,41,53,55,177,109,84,62,45,78,59,57
"SPAC24B11.07c",246,206,303,314,123,148,229,146,294,132,327,274,250,247,250,295,325,290
"SPNCRNA.623",147,52,90,89,60,52,93,33,49,33,83,46,87,58,56,87,74,50
"SPAC24B11.10c",579,348,531,436,224,158,637,426,449,286,704,506,528,402,376,513,610,436
"SPAC24B11.14",23,13,20,1,10,11,48,21,10,2,21,16,13,5,11,25,18,3
"SPAC24B11.13",314,265,363,278,305,158,367,289,380,107,293,344,300,246,319,296,367,305
"SPAC806.03c",1823,1207,1976,1971,1184,1104,1396,1326,1376,682,1521,1105,1465,1283,1287,1594,1765,1539
"SPNCRNA.143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC806.04c",644,355,605,471,319,215,796,448,610,226,941,604,501,391,334,364,505,345
"SPAC806.05",259,125,174,250,112,70,209,185,190,73,214,172,183,153,98,187,180,127
"SPNCRNA.629",12,3,12,74,4,43,21,11,6,3,22,15,8,10,14,13,18,5
"SPAC806.08c",224,136,228,94,79,61,133,86,111,84,266,233,210,169,146,216,236,184
"SPAC1639.01c",1783,965,1729,1254,862,647,1248,1019,1139,499,1772,1384,1384,1038,1138,1389,1499,1310
"SPAC1639.02c",891,390,711,231,206,110,567,342,484,225,840,524,572,428,341,602,675,448
"SPNCRNA.631",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"SPAC1F5.10",1879,669,1182,1408,680,494,1049,406,540,474,1464,904,1301,877,690,1013,1207,656
"SPNCRNA.634",98,35,40,61,30,10,48,37,30,35,78,39,51,23,37,45,71,34
"SPAC1F5.09c",49,23,36,11,16,13,45,20,46,18,81,31,43,22,28,36,53,26
"SPAC1F5.08c",294,142,272,217,170,176,514,224,278,117,440,288,231,146,163,261,318,178
"SPAC1F5.06",1651,1083,1611,1687,789,763,1310,1111,1342,721,1570,1194,1341,1011,1024,1328,1532,1227
"SPAC1F5.05c",118,59,127,45,28,36,52,49,52,33,133,78,96,69,86,74,114,67
"SPAC1F5.03c",1348,671,1017,766,359,383,1059,538,617,336,1427,802,860,661,613,878,881,744
"SPAC18B11.11",699,317,504,208,188,103,559,250,362,221,652,432,461,318,330,418,444,369
"SPAC18B11.06",558,233,324,531,197,161,159,96,101,181,391,311,385,262,276,337,333,306
"SPAC18B11.05",112,62,121,62,43,8,98,35,51,33,94,98,79,76,69,90,117,105
"SPAC18B11.03c",229,105,197,133,91,36,174,73,96,79,329,201,133,91,109,103,149,87
"SPAC12G12.16c",209,76,133,247,68,57,282,162,161,83,276,165,139,107,123,147,167,117
"SPAC12G12.13c",1719,738,1224,1388,586,521,941,416,526,448,1504,887,1266,914,662,1123,1071,839
"SPAC12G12.12",466,200,270,431,190,175,789,402,441,161,654,354,434,227,228,426,413,250
"SPAC12G12.11c",386,149,254,287,120,142,394,179,199,111,442,209,231,192,136,248,330,172
"SPAC12G12.17",135,48,104,143,39,50,125,52,60,40,157,77,109,75,59,112,142,49
"SPAC12G12.08",552,246,438,453,249,166,703,262,383,226,760,361,405,328,205,375,398,262
"SPAC12G12.07c",1897,889,1422,1631,826,767,2040,1130,1572,724,2410,1480,1228,915,938,1132,1333,944
"SPAC12G12.05c",517,212,360,394,180,262,443,179,272,199,541,401,377,245,237,393,403,254
"SPSNORNA.29",2551,1230,2050,2550,1347,1003,2143,1203,1579,624,2642,1433,1816,1369,1208,1422,1723,1170
"SPAC12G12.04",19920,9035,14497,17199,9050,7461,12296,6939,7896,6425,18283,10954,8526,6531,5635,9925,8603,6646
"SPAC12G12.02",670,281,517,559,239,176,254,157,266,163,475,351,492,426,264,496,423,361
"SPNCRNA.640",14,3,8,0,4,0,6,2,5,9,15,16,10,3,9,12,5,3
"SPAC12G12.01c",1862,783,1298,1270,635,433,1095,520,800,547,1816,1204,1240,761,797,1014,1292,779
"SPAC630.04c",136,53,95,31,56,30,182,74,129,83,366,167,99,55,63,107,131,88
"SPAC630.03",1904,906,1356,1708,957,947,1890,1104,1285,748,2777,1751,1417,1010,993,1235,1498,1030
"SPAC630.06c",327,157,243,241,146,137,271,91,101,88,309,225,248,203,137,274,263,153
"SPAC630.07c",126,39,94,87,70,42,169,93,137,43,175,130,119,64,78,74,104,70
"SPNCRNA.641",21,12,23,0,10,9,19,5,7,6,25,14,9,7,6,10,10,7
"SPAC630.08c",1888,1510,2692,1518,1233,1203,1562,1225,1498,676,1720,1445,1545,1529,1672,1913,2274,2137
"SPNCRNA.642",13,4,11,45,10,4,13,10,6,8,29,14,15,7,6,16,18,7
"SPAC630.09c",397,160,343,336,172,141,322,251,301,116,397,265,243,169,197,222,264,220
"SPAC630.10",203,132,171,185,64,37,154,77,91,47,214,121,157,143,95,185,137,121
"SPAC1751.03",4284,2025,3170,3891,2096,1728,2586,1629,1894,922,3466,2337,2720,2190,1956,2710,3070,2125
"SPAC31A2.05c",691,275,502,401,319,277,667,306,430,215,661,496,477,314,296,438,498,363
"SPAC31A2.08",455,168,280,361,201,123,260,157,212,153,617,336,336,254,170,410,322,226
"SPAC31A2.10",157,69,139,77,75,101,148,71,86,72,152,127,103,94,104,110,130,119
"SPAC31A2.15c",571,178,385,256,140,107,341,114,217,91,415,289,308,298,186,284,324,228
"SPAC13C5.02",350,112,245,338,108,157,323,170,209,104,305,225,267,132,144,240,194,179
"SPAC13C5.03",263,103,202,211,94,46,241,71,102,61,243,121,123,98,91,174,149,98
"SPSNORNA.01",6341,2016,3162,5903,3217,2539,4448,2817,2033,1587,5622,3251,3479,2304,2181,3663,3707,1863
"SPNCRNA.646",130,42,134,222,61,117,224,122,164,21,177,79,85,59,87,112,93,93
"SPAC13C5.07",3909,1207,2418,3719,2168,968,3577,1791,1787,1285,4174,1971,3111,2228,1621,3127,2698,1471
"SPNCRNA.647",94,39,54,30,28,15,59,14,48,14,72,37,42,35,25,42,45,26
"SPNCRNA.648",51,21,74,154,27,35,147,50,59,12,73,28,23,20,14,28,31,38
"SPAC23E2.01",1279,613,1031,1208,679,722,2551,1473,2023,352,1420,938,913,587,693,885,983,740
"SPNCRNA.649",21,7,6,0,6,0,0,0,1,3,12,4,13,8,0,12,2,5
"SPAC23E2.03c",37,24,45,10,9,1,32,28,42,10,29,21,33,29,29,22,46,21
"SPNCRNA.650",4,2,3,0,6,0,20,7,8,2,16,10,12,6,5,6,10,3
"SPAC24H6.13",2444,1218,2126,1533,956,712,3713,2072,2237,575,2184,1519,2145,1410,1496,1713,2215,1440
"SPNCRNA.651",38,14,20,108,22,34,76,55,13,14,34,13,36,8,21,39,22,17
"SPAC24H6.10c",10667,3986,6219,10344,4797,3497,8253,3517,3498,2241,7266,4231,5871,4892,3434,6655,6503,3593
"SPAC24H6.08",110,70,82,248,116,57,410,258,349,57,203,99,133,68,98,100,152,95
"SPAC24H6.05",293,290,402,235,134,83,230,253,301,164,417,347,362,324,362,380,655,425
"SPAC24H6.03",174,93,209,240,72,99,149,108,244,64,239,160,191,147,156,174,172,203
"SPNCRNA.47",2,1,6,52,1,0,2,1,0,2,3,2,6,2,2,4,14,3
"SPAPB21F2.02",2230,1040,1717,1198,693,460,1279,600,823,633,2212,1450,1644,1073,1113,1359,1754,1179
"SPAPB21F2.03",136,101,126,227,66,92,140,71,44,57,135,99,108,123,87,140,112,92
"SPAC227.01c",223,111,189,275,113,74,148,99,137,59,251,211,180,176,162,184,204,153
"SPAC227.02c",400,176,240,239,100,93,257,78,90,116,357,191,248,222,155,285,279,180
"SPAC227.03c",159,117,159,224,110,89,413,242,271,70,232,142,144,72,144,171,239,130
"SPNCRNA.656",43,14,12,39,17,7,19,9,13,1,20,8,8,18,3,30,29,6
"SPAC227.04",122,37,108,33,81,49,110,61,69,61,214,131,116,59,71,98,154,68
"SPNCRNA.658",8,5,14,12,6,16,28,10,18,2,24,6,17,5,8,4,11,4
"SPAC227.14",288,172,187,206,144,75,230,148,147,202,418,238,221,121,165,204,293,141
"SPAC227.15",417,254,409,409,142,104,341,221,307,224,604,372,379,326,273,428,541,385
"SPNCRNA.659",425,129,264,289,146,113,325,93,153,100,271,189,308,199,162,305,264,131
"SPSNORNA.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC227.17c",589,200,367,680,189,145,268,94,113,114,367,196,335,250,177,280,340,175
"SPAC227.18",2488,1530,2555,2534,1449,1351,1980,1510,1653,814,2301,1596,1651,1369,1484,1692,2176,1657
"SPAC2F7.02c",244,157,256,104,86,38,183,157,209,72,258,210,171,157,172,194,284,228
"SPAC2F7.03c",370,189,480,241,112,107,347,243,324,156,419,310,312,287,245,341,380,411
"SPAC2F7.05c",5538,2600,4293,5437,2767,2412,4795,2368,3223,1695,4493,2954,3670,2707,2282,2951,3438,2457
"SPAC2F7.06c",13,1,10,1,0,0,39,16,13,7,18,13,10,4,5,2,5,3
"SPAC2F7.07c",398,248,404,209,279,204,341,240,292,155,319,288,272,252,244,307,335,341
"SPAC2F7.08c",280,171,258,155,92,63,136,148,141,111,271,198,176,159,127,188,223,163
"SPAC2F7.09c",416,164,251,212,82,52,288,128,144,115,464,244,260,198,164,266,265,191
"SPAC2F7.10",689,283,485,404,248,283,529,223,314,258,758,528,528,336,305,448,454,324
"SPAC2F7.11",660,407,685,285,193,255,537,287,508,318,798,638,517,439,510,485,671,591
"SPNCRNA.154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC2F7.14c",975,368,626,851,283,263,539,270,388,250,845,531,681,412,352,591,513,388
"SPAC2F7.16c",643,406,701,598,277,215,526,391,502,260,681,629,477,468,433,513,684,593
"SPAC2F7.17",384,178,251,170,70,120,104,92,95,95,270,165,249,184,124,242,224,156
"SPAC13A11.02c",2674,1756,2589,2081,1427,1237,1584,1270,1446,673,1806,1365,1494,1403,1491,1735,2028,1790
"SPNCRNA.155",1,3,0,9,0,0,4,0,0,0,3,3,1,0,0,2,4,2
"SPNCRNA.662",16,5,8,0,0,0,16,3,16,2,18,13,11,4,8,9,20,4
"SPNCRNA.553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC13A11.06",92,44,69,78,61,26,70,53,30,36,97,68,72,41,24,53,74,36
"SPAC3H8.05c",483,278,537,263,249,147,380,192,305,189,506,451,411,318,299,340,492,437
"SPNCRNA.664",14,12,10,49,8,0,2,5,0,8,8,2,7,4,7,16,5,8
"SPNCRNA.665",5,1,4,9,4,10,2,1,0,0,9,0,1,1,1,4,0,0
"SPAC3H8.06",933,430,729,651,420,354,622,348,348,332,1087,685,660,476,433,611,671,487
"SPAC3H8.07c",503,198,346,468,206,144,381,177,269,121,446,234,388,233,226,341,353,239
"SPNCRNA.666",159,76,121,36,32,8,56,31,41,32,89,43,69,88,42,123,117,57
"SPAC3H8.09c",138,75,157,148,84,39,608,289,461,204,801,552,218,120,139,182,199,159
"SPAC1F3.07c",162,156,195,256,94,27,144,66,119,53,149,111,132,131,128,143,164,147
"SPNCRNA.668",141,50,79,38,39,37,66,23,21,46,127,49,38,42,21,81,54,22
"SPAC1F3.08c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"SPAC1F3.09",1133,562,924,1446,669,730,2572,1425,1760,494,2259,1245,1237,902,1036,1199,1410,957
"SPNCRNA.669",105,29,40,166,60,24,206,72,106,18,73,27,55,32,34,70,54,30
"SPAC1F3.10c",372,176,300,332,170,143,387,175,249,111,392,248,239,180,211,219,281,144
"SPAC1D4.04",2975,1386,2173,3109,1394,1167,2149,1195,1339,733,2197,1479,1997,1374,1457,1679,2141,1424
"SPAC1D4.06c",210,103,167,76,90,62,148,56,87,53,203,117,187,126,87,153,213,97
"SPAC1D4.08",835,422,729,813,466,257,611,330,408,291,898,641,654,501,536,685,845,593
"SPAC1D4.09c",215,95,158,224,108,12,157,88,80,81,240,149,183,156,125,178,168,146
"SPAC1D4.11c",339,227,343,58,70,64,325,268,355,191,434,517,339,225,357,344,522,361
"SPNCRNA.672",165,60,94,160,79,24,102,54,43,45,126,77,103,82,49,95,128,51
"SPNCRNA.673",2,1,4,21,6,0,0,1,0,6,17,2,3,2,0,1,3,3
"SPAC1D4.13",813,321,447,766,357,186,844,403,454,280,1051,515,504,346,279,451,567,279
"SPNCRNA.674",90,40,62,44,9,8,22,11,46,24,89,78,74,47,40,62,101,31
"SPAC22F3.12c",85,41,69,53,21,22,70,28,43,21,58,50,74,32,43,50,44,46
"SPAC22F3.09c",149,75,146,193,109,148,298,234,274,53,206,142,159,101,111,131,147,107
"SPAC22F3.15",44,22,38,27,44,35,72,26,31,21,99,48,57,42,27,86,44,46
"SPAC22F3.06c",5044,2362,3761,4218,2239,1794,4564,2424,2875,1583,6013,3364,3207,2269,2101,3130,3415,2173
"SPAC22F3.04",4,1,3,0,0,7,0,6,1,1,6,6,4,4,2,3,6,1
"SPATRNAVAL.02",4348,1872,2024,5095,5020,2656,6538,1905,1637,2165,10982,4988,8053,5065,3038,8822,6229,2828
"SPAC22F3.02",46,21,32,50,31,48,69,18,49,16,71,24,34,32,28,32,36,18
"SPAC1296.01c",1576,780,1045,1505,801,665,1689,811,894,439,1657,1051,1038,823,610,918,1199,676
"SPAC1296.02",1563,764,1189,1318,831,613,1659,833,914,542,2042,1212,1244,809,808,1059,1303,699
"SPATRNAGLU.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAPJ696.01c",985,432,741,498,299,242,712,349,527,255,1183,631,622,381,385,584,642,414
"SPAC1296.06",388,243,334,228,136,134,299,173,243,126,457,255,269,201,171,258,255,211
"SPAC22G7.02",1245,555,872,723,341,331,733,396,510,336,1216,765,981,601,606,827,864,479
"SPAC22G7.04",1618,789,1240,1163,768,603,998,531,691,549,1819,1146,1172,801,737,1090,1234,722
"SPAC22G7.06c",21104,13845,21859,26690,13910,14031,17190,15687,16723,6375,14314,10805,18487,15172,15717,19546,21574,20149
"SPAC22G7.07c",212,85,155,181,79,92,170,62,113,77,257,175,151,111,101,109,170,91
"SPAC22G7.08",98,61,92,158,78,106,213,149,229,26,81,81,79,54,57,59,77,76
"SPAC22G7.11c",15,4,4,12,25,3,222,97,121,25,91,36,36,10,33,32,70,20
"SPNCRNA.679",34,23,29,33,7,16,53,16,35,7,25,21,17,15,26,22,26,18
"SPNCRNA.680",41,28,39,34,10,9,31,12,35,1,11,8,10,16,11,17,16,10
"SPAC4G8.04",365,167,334,396,222,225,345,280,336,123,489,291,254,153,171,190,290,195
"SPAC4G8.05",530,265,465,419,325,260,908,542,746,209,861,427,426,281,347,423,450,312
"SPAC4G8.07c",380,224,311,163,135,140,185,139,215,104,324,236,271,205,201,252,229,209
"SPNCRNA.681",0,0,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"SPNCRNA.682",27,6,18,43,5,2,45,4,11,10,16,5,13,2,7,15,17,16
"SPAC4G8.09",858,418,611,780,338,151,698,359,486,339,1095,664,705,479,428,635,697,482
"SPNCRNA.683",45,9,29,15,9,0,33,40,34,12,32,10,17,10,13,18,31,10
"SPAC4G8.10",238,100,184,369,147,117,470,245,322,69,322,144,165,115,102,173,202,101
"SPNCRNA.684",10,9,17,0,15,11,37,5,8,23,48,22,17,20,7,12,11,4
"SPAC16C9.01c",372,146,285,450,211,159,575,282,383,181,771,420,299,261,205,275,350,210
"SPNCRNA.685",7,3,9,4,4,7,14,2,13,6,17,16,5,1,6,4,9,0
"SPNCRNA.686",11,2,4,17,20,0,50,30,19,10,25,7,11,7,5,13,4,8
"SPAC16C9.02c",3579,1312,2221,3045,1422,1327,2527,994,1330,752,2181,1259,1950,1658,1253,2100,2049,1301
"SPAC16C9.03",1140,552,1115,1216,638,624,358,289,368,354,828,770,942,724,635,848,930,810
"SPAC16C9.04c",549,274,478,491,244,209,487,316,369,204,657,414,441,308,343,424,483,418
"SPNCRNA.687",28,16,16,18,22,33,29,10,6,24,50,31,9,6,5,12,13,1
"SPAC16C9.06c",1649,807,1232,1618,755,651,917,633,706,598,1589,1193,1297,910,813,1207,1477,964
"SPAC16C9.07",732,347,609,326,206,143,537,291,381,295,917,609,620,434,401,575,559,462
"SPAC2G11.04",117,77,99,44,34,20,63,55,65,50,123,68,110,67,35,83,87,76
"SPAC2G11.05c",162,69,120,28,49,70,116,65,78,51,207,133,146,92,99,102,166,91
"SPAC2G11.08c",153,54,103,87,26,3,67,44,57,69,168,119,134,70,57,98,115,59
"SPAC2G11.10c",259,100,224,216,83,53,138,79,75,110,277,198,202,133,144,171,230,117
"SPNCRNA.689",30,14,21,26,13,0,27,11,18,14,44,16,12,12,20,19,32,12
"SPAC2G11.11c",771,469,749,517,252,180,319,156,195,264,813,568,694,537,475,637,726,579
"SPNCRNA.690",28,6,28,9,2,5,19,5,14,13,25,18,15,12,4,7,23,10
"SPAC2G11.13",199,116,155,140,64,43,469,256,259,71,339,184,213,114,100,151,216,115
"SPAC2G11.14",1087,603,924,1297,517,350,1702,1017,1227,405,1366,789,913,571,638,896,966,626
"SPAC2G11.15c",100,55,88,166,62,33,65,49,54,43,97,64,86,92,44,84,85,75
"SPAC521.04c",722,295,479,663,300,271,1264,661,824,276,1317,671,556,392,338,506,779,396
"SPNCRNA.693",0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0
"SPAC23G3.02c",1827,968,1648,1766,904,670,1542,979,1152,697,1821,1230,1164,918,858,1250,1546,1131
"SPAC23G3.03",124,84,154,91,111,79,256,264,246,68,272,189,131,87,109,143,174,108
"SPAC23G3.05c",208,86,122,226,65,25,182,154,112,59,172,117,124,82,91,100,133,116
