,Glul,Sparcl1,Calm2,Cpe,Snap25,Ndrg4,Eef1a1,Ckb,Gng13,S100a5,Trak2,Omp,Kif5b,Sash1,Scd1,Mcf2l,Igfbp5,Nr2f2,Vtn,Frzb,Sorbs1,Timp3,Lpar1,Atf5,Npy,Sez6,Ccnd1,Tubb2b,Mest,Fmo1,Vim,Ahnak,Ptn,Id3,Baiap2,Ahcyl2,Kcnh3,Nudt4,Cldn5,Gja1,Igfbp7,Hmgcs2,Rgcc,Igf1,Gpt2,Foxd3,Unc13c,Prdx6,Rbfox3,Pmepa1,2310022B05Rik,Igfbp4,Psd,Dcn,Sh3pxd2a,Agt,Epas1,Gprin1,Ablim3,Aqp4,Bpifb9b,Mfap3l,Msi2,S100b,Ppfia1,Col1a1,Kcnj10,Plekhb1,Lrrc58,Icam5,Slc7a11,Ctxn1,B2m,Tmem132b,Gm13889,Plp1,Bpifb9a,Bgn,Phgdh,Hey2,Aspa,Prdx1,Igfbp2,Psat1,Cebpd,Gsn,Atp1a2,Abl2,Ifitm3,Kcnj4,Clca1,Cav1,Ccnd2,Slc4a4,Myo5a,Plce1,Rcn2,Bai2,Sox10,Necab2,Tax1bp3,Dpf1,Edil3,Nrep,Vstm4,Igf2,Rcn1,Wls,Camk2a,Prss23,2010300C02Rik,Trnp1,Tspan15,Tbc1d9b,Heyl,Pik3r1,Hbb-b2,Nnat,Fyco1,Ifi27l1,Mmd2,Tyro3,Fam163b,Fxyd6,Dab2ip,Lmo4,Fmnl2,Arpc1b,Bmp7,Aebp1,Limd2,S100a16,Slc13a4,Cnn3,Plekha4,Dcx,Yap1,Itm2a,Lamc1,Mdk,Dnajc6,Shisa9,Aldh1a1,Tnfrsf19,Srebf1,Slc17a7,Grasp,Rgs12,Eomes,Usp54,Shisa2,AI593442,Mt2,Zdhhc2,Cyp2j6,Kalrn,Camk4,Tshz2,Mapk8ip1,Ly6c1,Gm20594,Nfia,Col1a2,Akap12,Trh,Bag3,Fam131b,Ppp3ca,Rab3b,Arhgap33,Dtx4,Vat1l,Elovl5,Nmb,Pde5a,Lrp4,Arvcf,Scrib,Ogn,Slc38a3,Iqgap1,Col12a1,Pla2g16,Fam107a,Rasl10b,Thbs2,Phldb2,Foxo1,Tmod2,Col11a1,Sphk1,Bcl11b,Dab2,Serpine2,Camkv,Hlf,Gatm,Sp9,Rhobtb3,Gabrb2,Angptl4,Acbd7,Hadhb,Dlgap3,Fam3c,Efemp1,Aqp1,Cacng3,Syt7,Arhgap5,Prss56,Nppa,Aldh2,Hba-a2,Pip5k1c,Lcat,Desi1,Htra1,Zfp36l1,Snx18,Lrig1,Chl1,Slc35f1,Sox11,Sfrp5,Fam213a,Add2,Celf5,Cpne2,Rprml,Celf3,Cyp2a5,Slc2a1,Cav2,Wipf3,Arx,Serpinf1,Gabra5,Itpr3,Sat1,Ctsd,Igsf3,Spon1,Itga7,Jam2,Col9a2,Adcy2,Serping1,Ypel3,Ncan,Gabrg2,Reln,Alx3,Snn,Matn4,Prex1,Rps29,Ctnna1,Mycn,Islr,Vwa1,Mtss1l,Cdk17,Mrc1,Gria3,Fgfr1,Shisa3,Cald1,Hes5,Plscr4,Gfap,Plat,S100a6,Axl,Grb14,Baalc,Bcar3,Slc13a3,Ppfia2,Col16a1,Gnb2,Vsnl1,Rcan2,Cyp2j9,Pgbd5,Afap1l2,Tuba1c,Dlx1,Zfp36l2,Dclk2,Serpina3n,Adk,Fam212b,Fbln2,Dst,Zfp385a,Fibcd1,Tenm3,Gstm1,Id1,Wnt6,Apold1,Fads1,Cmtm5,Camkk2,Rab40b,Pcp4,Mbp,Vamp2,Atp1b1,Gpm6b,Slc1a2,Gad1,Hspa8,Gm1821,Scd2,Aldoa,Tspan7,Itm2b,Syt1,Hsp90aa1,Tubb2a,Tmsb4x,Atp5b,Atp5a1,Rtn3,Slc1a3,Ldhb,Rplp1,Apc,Nrgn,Cck,Camk2b,Ncdn,Gng4,Gpsm1,Penk,Cpne4,Nrsn1,Atp1a1,Syn1,Nrxn3,Aplp1,Ube2ql1,Grb2,Laptm4a,Dynll1,Sparc,Grin1,Prkca,Doc2g,Hpcal4,Lamp1,Cdhr1,Dbi,Tshz1,Pbx1,Egr1,Gabra1,Stxbp1,Gda,Snap91,Ppm1e,Agap2,Eno2,Sh3gl2,Psd3,Uqcrh,Fkbp1a,C1qtnf4,Rragd,Gapdh,Nat8l,Ctsb,Sncb,Celf1,Nrxn2,Cx3cl1,Mdh2,Dync1i1,Ttyh1,Ppp3r1,Scamp1,Calb2,Cbx6,Ncam1,Fscn1,Eif4a1,Bex2,Atp6v1e1,Kcnd2,Ap2m1,Pebp1,Cdk5r1,Rab3a,Rasgrp1,Abr,Sipa1l1,Rpl3,Ppp3cb,Hnrnph1,Mlf2,Tpt1,Chgb,Stxbp6,Eif5a,Cadm2,Dner,Mef2c,Rasl11b,Ptms,Eef1a2,Ywhaz,Ptpro,Clip3,Ubl3,Ywhaq,Slc32a1,Anks1b,Bin1,Pdhb,E030024N20Rik,Inpp5j,Ppp1cc,Ghitm,Dnm1,Rnf187,Trim9,Stmn1,Ypel5,Pnmal2,Gm5148,Tmsb10,Nap1l5,Slc22a17,Serinc3,Pgam1,Ywhah,Apoe,Fabp7,Apod,Ptgds,Kctd12,Beta-s,Sepp1,Marcks,Meis2,Nsg2,Ppia,Synpr,Tspan3,Dclk1,Mapk1,Dlgap1,Camk2n1,Arf3,Pcp4l1,Eif1,Map2,Cplx1,Mt1,Olfm1,Map2k1,H3f3a,Celf2,Cdr1,Map1b,2900097C17Rik,Purb,Atp2b1,Slc6a11,Aldoc,Gria2,Slc6a1,6330403K07Rik,Qk,Scg2,Cfl1,Meg3,Ywhag,Nptn,Calm3,Ptma,Rtn1,Stmn3,Hnrnpa2b1,Atp5g3,Cox4i1,Cd81
26.094x13.04,44,53,15,28,26,14,30,37,12,12,9,10,22,12,31,15,15,10,12,6,6,4,5,6,4,1,5,1,2,2,4,4,4,0,2,4,1,10,9,7,4,1,1,3,4,0,2,8,3,6,6,1,1,1,2,2,5,2,0,1,2,7,2,3,1,1,7,7,8,2,1,0,9,3,5,7,2,2,1,2,4,12,1,4,6,5,4,4,2,2,7,2,9,7,7,2,4,0,1,0,3,0,6,3,4,1,0,1,5,2,1,5,2,4,0,3,1,4,4,1,20,0,1,2,1,2,2,2,0,0,1,6,0,3,0,0,1,3,1,3,1,4,4,1,2,2,0,0,2,1,0,1,12,0,1,1,0,4,4,8,0,1,0,1,1,0,1,4,1,0,0,0,5,2,0,3,1,2,0,0,1,0,4,2,1,2,2,4,7,1,0,0,0,9,1,1,5,2,0,8,4,1,0,2,5,0,1,0,3,2,0,0,5,0,2,4,2,1,2,2,7,2,0,0,0,6,0,2,0,0,1,1,5,1,0,2,1,3,2,3,0,0,4,1,4,1,3,0,1,2,3,2,0,0,0,3,5,1,0,0,0,2,2,0,5,1,3,2,0,0,2,2,0,2,1,0,2,0,9,2,4,1,2,1,1,0,0,0,3,1,0,0,0,1,2,0,0,2,5,0,0,0,2,2,0,0,8,12,10,14,36,15,18,18,7,48,9,13,57,9,9,10,35,22,4,18,8,8,11,43,3,6,4,0,1,3,1,4,9,10,4,2,7,3,5,6,6,11,1,2,2,0,12,2,7,5,6,3,3,8,3,4,4,5,6,5,5,6,2,5,4,2,1,5,3,1,2,2,3,2,14,3,3,5,6,12,1,1,2,3,1,6,12,0,3,4,3,1,7,3,3,4,15,2,2,5,3,2,8,4,3,1,1,2,2,6,8,6,1,3,0,2,2,9,8,5,9,12,7,3,3,4,7,2,2,11,10,10,176,67,50,22,21,23,52,13,6,4,5,3,17,4,4,3,3,10,8,13,7,9,10,13,11,9,5,5,3,10,3,1,7,14,10,12,7,7,9,10,8,3,13,9,10,10,2,16,6,5,15
25.113x13.092,93,144,63,127,81,79,109,91,11,3,6,3,8,9,13,22,8,5,16,15,9,12,4,2,22,6,2,1,3,1,12,2,3,10,3,10,0,3,2,23,1,0,1,10,3,6,3,10,10,2,5,0,1,0,0,4,11,5,1,18,1,5,10,5,4,0,27,10,15,3,3,3,7,2,9,13,0,1,5,1,1,15,6,8,0,3,9,9,3,2,5,3,0,17,10,0,16,1,0,0,0,1,1,3,3,1,6,3,1,6,4,11,7,4,4,14,2,3,1,1,18,3,4,3,0,11,7,0,7,2,1,3,1,6,0,7,2,4,3,1,16,12,3,2,1,1,0,3,5,3,0,2,10,2,2,6,2,0,9,5,2,5,0,0,7,1,1,4,4,1,0,0,12,14,5,4,1,2,2,8,3,1,2,1,4,0,4,7,8,5,3,1,1,17,2,6,0,4,0,7,0,0,4,2,5,3,6,1,25,0,4,2,2,0,2,3,3,7,3,6,2,0,4,3,0,9,7,5,2,2,2,1,5,2,0,6,0,6,6,2,15,2,12,0,4,0,3,2,10,10,10,8,0,4,0,10,8,3,1,3,0,5,7,0,1,6,5,0,2,0,5,6,2,4,2,7,1,0,3,1,2,13,8,2,0,0,1,3,1,5,4,5,2,1,3,2,5,1,12,0,5,3,7,1,1,2,13,24,33,69,31,22,42,57,29,58,41,62,89,25,39,21,74,61,42,37,56,25,45,25,2,15,2,7,5,7,5,15,51,12,8,16,16,12,5,19,27,21,3,12,19,6,26,17,24,13,13,9,25,18,3,17,11,9,13,18,9,19,14,11,6,23,2,33,14,7,10,11,10,5,24,20,9,43,9,14,8,12,24,34,11,2,16,18,14,4,13,9,17,5,16,4,26,12,4,15,7,13,12,5,7,16,8,12,10,15,24,6,7,8,4,7,8,24,19,21,26,15,16,9,10,7,14,40,9,25,32,15,201,97,92,46,31,8,61,48,24,27,25,31,44,19,18,32,15,27,16,35,15,19,30,42,12,26,28,21,44,30,16,10,11,19,25,34,28,25,22,27,30,39,23,20,33,46,31,40,28,31,37
26.038x12.058,79,51,31,33,48,30,39,49,9,22,15,8,20,9,44,22,21,7,7,14,11,10,6,7,6,0,6,1,2,3,16,3,4,6,2,5,0,6,9,22,4,3,1,4,9,3,3,17,0,8,2,3,2,4,2,2,8,0,0,3,56,4,11,5,1,46,7,6,13,2,2,1,13,0,3,9,59,5,1,1,3,16,1,8,2,10,4,1,1,4,0,1,4,2,5,2,10,1,0,0,0,2,3,3,3,4,1,21,3,4,3,4,2,10,3,5,23,1,4,5,8,2,1,3,2,5,6,4,2,1,1,10,1,7,2,2,4,7,2,1,11,5,4,0,1,7,0,0,1,0,2,3,0,0,3,4,0,0,3,1,1,0,32,5,0,0,3,4,2,1,3,5,11,1,0,5,1,2,3,3,1,0,8,2,1,1,1,2,1,0,4,1,3,11,3,2,4,1,3,2,1,1,6,0,4,1,1,2,3,3,0,0,1,17,2,0,5,3,4,2,0,0,1,0,0,3,1,2,2,3,2,25,4,2,1,1,1,2,1,2,8,2,4,1,5,1,0,0,2,0,2,1,0,0,1,4,8,1,0,3,0,5,5,0,2,3,3,3,2,1,0,2,2,0,4,1,2,1,0,1,0,5,1,0,1,1,0,0,0,3,1,4,0,2,3,1,0,3,8,0,0,2,9,2,1,0,14,22,24,28,25,14,12,30,23,45,10,29,69,23,20,22,32,22,34,16,33,18,34,29,2,10,5,1,0,5,3,6,9,3,0,5,9,4,2,18,7,36,0,8,10,4,7,3,14,9,4,4,3,4,2,11,7,8,4,2,7,9,11,4,6,5,2,21,8,8,8,4,7,2,17,9,1,7,1,9,6,5,6,9,4,7,13,1,6,10,10,2,5,3,5,8,13,8,3,5,5,9,4,3,6,9,4,2,3,9,5,7,3,4,4,5,2,15,3,4,6,6,5,4,11,9,3,4,12,8,5,13,204,53,76,50,28,210,38,21,5,7,22,7,27,16,11,8,17,17,18,6,8,11,7,24,8,4,15,6,19,10,5,17,11,8,13,22,6,26,12,14,18,14,15,10,16,14,7,29,2,20,19
26.073x15.042,146,124,36,54,48,42,54,43,14,36,26,11,37,42,57,31,31,25,23,31,26,17,17,6,21,5,7,4,10,7,13,9,32,4,1,30,0,8,6,17,2,11,21,14,16,3,2,20,4,4,11,11,0,0,6,3,15,2,4,15,1,25,14,5,9,0,9,19,15,2,12,2,14,6,3,62,1,13,22,4,4,17,3,10,6,25,19,7,8,1,7,4,24,16,5,1,13,2,8,0,3,2,13,4,4,2,2,11,2,2,4,6,6,7,4,6,1,11,4,8,35,1,2,10,3,8,2,0,6,0,1,8,1,15,0,2,4,15,1,1,6,0,2,2,4,0,0,0,3,4,5,2,6,4,2,0,0,2,16,2,4,3,1,0,1,4,1,4,1,0,6,3,11,1,0,2,4,7,1,1,0,2,12,6,10,3,2,3,19,3,0,0,0,20,4,5,13,1,3,7,3,2,8,2,11,0,1,0,7,3,0,0,5,5,1,2,3,11,1,3,1,3,6,0,0,14,0,2,3,0,2,0,6,5,1,4,1,2,0,10,9,0,13,2,2,1,2,2,3,3,3,5,5,3,0,4,6,0,0,3,1,7,0,0,1,4,0,3,5,0,2,0,2,2,2,3,2,1,1,2,3,1,0,3,0,3,1,1,5,2,0,3,10,1,5,4,0,1,12,1,2,2,16,3,0,1,14,22,15,28,47,29,19,30,41,101,14,22,115,14,27,17,44,25,25,23,42,21,40,37,3,13,7,2,0,5,8,8,9,3,3,1,9,5,7,19,7,18,1,2,14,2,12,6,26,8,8,4,10,4,3,6,9,8,4,3,8,3,7,2,4,5,2,7,3,4,10,6,3,2,42,6,0,7,3,21,3,6,4,9,7,2,10,4,5,8,1,7,8,9,18,16,40,7,1,12,6,5,2,1,3,2,7,3,4,12,6,9,9,9,3,11,10,8,10,7,6,6,14,6,3,15,21,2,14,14,10,15,361,222,103,34,88,45,56,51,9,14,20,11,19,15,8,12,20,15,16,22,18,11,23,20,10,15,20,24,23,17,16,13,19,22,30,13,4,55,16,17,14,11,30,16,16,9,11,21,13,27,22
26.05x14.068,69,65,36,29,31,30,52,39,14,19,17,8,36,13,26,15,40,11,5,6,8,6,4,2,3,1,5,6,12,1,9,3,4,0,1,14,1,7,8,12,8,4,7,0,5,1,3,12,2,5,4,9,1,0,1,7,10,1,1,6,0,6,10,8,5,1,10,11,13,4,4,3,4,4,2,18,0,2,7,4,4,22,2,3,0,5,6,4,4,1,6,4,2,16,5,1,5,1,2,3,3,0,7,2,1,2,2,2,2,2,2,3,3,2,1,8,0,2,2,0,14,0,4,2,2,8,2,0,1,0,1,8,2,6,0,3,0,10,1,0,4,3,2,1,2,1,0,0,1,3,2,1,5,2,2,1,1,0,16,1,1,3,1,1,3,2,6,2,1,0,0,0,5,6,0,1,3,0,0,0,0,0,4,4,5,2,1,1,4,1,1,0,1,12,1,8,6,6,0,5,0,0,5,1,2,0,2,2,8,4,0,0,3,0,4,2,5,13,2,4,1,1,3,3,1,6,3,2,3,0,2,0,7,1,2,2,1,1,1,1,2,3,3,0,5,1,2,1,1,0,5,4,0,3,1,2,11,3,0,3,0,4,1,0,0,2,0,2,3,1,2,0,2,1,0,4,1,0,1,0,2,3,1,1,1,0,1,3,1,3,1,2,3,0,8,1,0,2,9,1,1,2,4,1,0,1,10,27,14,18,34,16,12,18,19,42,19,15,43,13,9,20,21,12,14,18,21,16,34,39,6,6,4,1,1,3,9,8,10,5,3,6,6,7,2,15,3,14,2,4,6,3,12,3,14,6,4,3,9,11,3,6,11,7,11,3,2,11,7,3,3,1,2,9,9,4,3,3,6,1,15,7,2,5,2,7,3,3,10,3,0,4,5,7,4,6,4,5,6,7,2,3,12,3,5,3,3,2,5,4,3,4,1,1,4,4,1,5,10,6,8,4,4,5,12,3,3,7,2,3,4,7,5,6,9,10,11,8,179,64,49,36,31,11,34,30,16,8,11,4,18,15,14,13,14,4,12,11,19,11,11,7,12,8,12,17,17,9,20,6,13,24,11,11,13,25,8,10,17,19,11,12,7,3,12,20,6,8,22
25.032x14.077,75,67,61,80,60,55,48,58,2,5,4,2,8,6,2,4,7,1,0,1,5,5,3,1,2,8,2,7,2,2,1,1,0,5,0,3,1,3,1,8,3,0,4,6,2,0,0,1,1,0,1,0,2,0,0,1,6,2,4,8,0,5,15,4,2,1,17,5,5,3,2,2,1,0,2,4,0,1,2,1,1,5,4,2,0,0,14,3,2,0,0,0,0,8,12,0,16,0,2,1,1,1,3,1,0,4,2,2,2,0,1,6,1,1,0,1,1,1,1,2,4,1,9,4,2,2,3,1,1,2,0,0,0,5,0,4,1,3,0,6,5,7,0,1,1,4,0,1,9,0,0,3,6,0,0,5,1,2,10,0,0,1,0,1,9,1,2,1,6,2,0,0,5,2,2,1,0,0,1,3,0,0,2,3,10,1,3,2,3,0,2,3,0,18,3,6,0,1,1,2,0,0,2,0,3,0,0,1,5,1,0,4,0,1,3,1,1,5,0,0,1,0,1,1,0,5,1,3,0,1,3,1,2,1,0,4,1,2,0,4,6,3,4,0,7,0,1,0,3,5,6,12,0,0,0,3,5,0,0,9,2,7,5,0,5,2,1,0,2,1,1,0,0,2,0,8,0,3,3,0,3,6,9,2,5,0,1,1,1,5,1,6,0,0,1,1,1,3,4,5,2,11,0,0,1,0,19,19,23,51,31,16,30,35,27,22,29,49,32,26,23,26,25,32,27,38,24,39,32,7,2,23,7,4,2,5,5,3,28,4,5,10,13,6,1,11,9,7,8,4,15,3,14,9,14,4,6,2,24,6,15,3,8,9,14,6,8,15,7,3,5,17,4,13,19,8,11,2,12,1,7,8,6,21,5,11,7,7,13,6,5,3,9,6,20,7,11,7,5,4,10,7,16,8,2,3,10,11,7,1,9,8,6,4,11,2,9,8,5,4,3,4,3,16,24,12,15,14,9,5,8,4,10,12,13,10,19,10,112,36,16,38,8,4,25,15,22,18,19,19,23,18,14,17,13,14,10,17,12,38,21,22,8,17,10,3,19,17,20,16,28,11,17,17,14,18,22,22,15,22,17,23,15,24,14,25,17,21,19
25.104x15.095,100,140,61,123,29,58,87,85,1,36,9,8,14,13,6,10,2,0,2,3,5,4,1,4,1,1,8,1,0,4,8,3,3,8,2,9,0,2,3,8,4,1,2,4,4,0,0,9,1,3,2,2,4,0,2,0,32,3,0,20,0,5,21,15,2,3,15,8,10,4,6,4,13,0,4,17,0,0,0,2,0,10,2,3,2,3,3,5,1,5,3,4,0,15,13,0,21,1,0,1,1,0,5,3,0,1,1,1,0,10,1,17,0,8,1,1,0,0,0,3,6,0,2,6,0,3,5,4,1,0,2,8,0,1,1,2,0,15,1,2,9,5,2,1,2,14,0,3,7,5,1,3,6,0,1,0,1,3,8,6,1,2,0,0,1,0,3,2,4,0,0,0,6,16,3,3,0,1,1,4,2,0,1,3,8,0,2,2,7,0,0,4,0,23,4,7,3,2,1,7,0,0,5,2,2,0,1,2,17,9,0,2,1,4,3,3,6,8,0,4,7,6,0,4,0,9,1,3,1,1,2,4,10,1,0,2,1,3,0,4,9,0,6,0,4,0,4,1,2,8,17,16,0,3,0,3,5,4,0,5,0,9,5,0,1,3,1,0,2,0,7,1,1,2,0,11,0,2,1,0,4,11,4,2,1,0,0,9,4,2,0,8,1,0,5,6,0,4,9,4,0,5,10,2,3,2,7,24,44,38,55,42,34,52,41,46,37,58,43,29,18,44,52,55,36,18,43,35,46,21,12,16,8,7,6,1,6,14,46,8,4,0,11,13,5,19,9,20,4,9,28,5,19,18,17,6,12,6,16,12,17,8,7,6,17,13,16,18,3,9,6,21,4,18,27,4,9,10,4,1,16,13,9,18,13,14,10,5,11,14,12,6,22,1,21,8,9,6,9,8,17,24,32,16,4,6,20,14,11,7,8,8,9,6,3,8,25,9,14,4,4,3,12,5,12,11,14,20,25,10,4,12,12,22,14,9,18,20,187,45,20,35,15,47,47,28,17,15,29,19,18,16,12,18,23,15,19,22,28,34,40,22,24,19,24,11,20,34,28,21,25,23,16,53,26,29,24,31,11,22,15,18,32,32,21,30,28,35,29
26.084x17.051,90,95,45,105,35,44,71,63,13,71,4,6,15,11,8,8,4,6,7,3,0,10,4,5,2,1,4,6,1,2,4,4,0,2,5,5,1,5,3,16,3,2,1,3,1,0,3,9,1,5,1,0,2,1,2,1,11,1,1,22,0,8,8,13,4,0,22,8,12,0,3,8,12,2,3,12,0,0,1,1,2,7,1,2,0,1,6,0,0,2,0,1,1,7,13,1,15,2,3,4,0,2,4,2,0,0,0,1,5,4,1,13,1,6,0,4,1,0,1,0,8,0,3,1,0,1,7,1,1,0,3,5,0,5,0,3,1,13,0,0,4,3,4,1,2,6,1,1,2,5,1,0,10,1,0,4,0,2,11,7,2,3,0,0,2,0,1,3,4,2,0,2,4,14,4,0,0,0,0,3,1,0,4,5,8,1,1,1,15,1,0,0,0,31,2,10,8,3,2,1,3,1,6,2,2,0,0,3,18,2,2,1,1,0,3,3,2,14,2,7,0,0,2,1,0,2,2,4,0,0,6,0,17,4,2,2,0,2,0,4,11,0,7,1,5,0,1,1,1,5,13,4,1,3,0,8,11,4,0,17,1,3,3,0,1,1,3,0,2,0,5,1,0,6,5,14,0,1,5,0,1,10,7,0,1,6,3,3,1,2,0,4,0,0,3,4,0,2,7,2,0,5,2,1,2,0,23,27,17,40,71,52,23,45,29,50,24,71,39,20,23,45,57,51,36,18,43,27,52,19,5,22,10,9,1,7,1,4,19,12,3,5,18,3,2,12,16,10,3,8,25,3,24,10,15,11,6,9,12,6,4,16,1,5,12,8,6,9,10,11,5,12,2,19,17,2,7,2,11,7,16,8,9,14,3,3,5,4,10,12,5,2,14,13,9,8,8,0,9,5,11,8,22,2,3,9,13,19,10,7,8,11,11,3,8,13,22,8,6,3,0,3,5,8,19,13,15,5,12,4,5,15,4,18,5,17,13,7,131,44,27,35,21,7,48,24,20,12,18,19,13,12,13,18,14,22,28,29,27,19,24,26,20,12,16,14,24,27,14,8,10,32,15,21,28,20,13,16,16,15,17,18,26,23,11,35,17,49,18
26.069x16.055,165,203,47,121,67,74,98,86,21,55,13,15,44,24,14,24,19,20,14,12,13,12,10,10,33,2,5,4,4,7,10,2,29,5,0,6,3,21,1,22,1,10,8,13,13,4,0,27,2,9,12,5,8,2,2,0,7,5,0,11,0,16,16,6,8,1,30,20,28,3,5,11,14,2,7,47,0,8,9,5,1,14,4,8,4,3,13,3,7,4,2,4,6,18,15,2,15,0,2,0,9,0,14,12,3,1,1,6,3,7,5,5,4,8,2,14,4,8,4,4,27,0,3,7,2,15,2,4,1,0,1,6,2,6,0,3,4,11,2,7,7,4,3,2,10,4,0,0,4,2,2,4,13,0,4,3,1,7,15,8,3,11,3,3,3,0,1,4,3,1,1,9,13,4,4,8,2,2,4,9,3,0,2,16,6,2,1,10,10,0,2,2,4,17,6,1,15,7,4,8,1,1,13,2,7,2,6,1,4,17,1,6,4,4,7,9,6,13,6,3,4,5,2,1,0,14,0,3,3,1,6,0,13,2,3,4,3,2,9,9,6,1,5,0,3,1,4,1,4,17,10,6,2,7,3,6,13,3,0,5,4,6,5,0,0,1,0,2,4,2,11,3,4,1,0,12,2,2,3,1,4,13,4,2,1,0,1,3,3,1,3,2,5,1,9,1,2,9,22,3,0,5,4,7,1,3,21,30,25,40,99,36,25,53,30,108,33,55,141,29,23,32,68,41,25,39,55,33,43,21,6,15,11,7,4,14,4,5,27,5,4,9,11,18,13,14,16,27,7,9,14,4,29,5,21,16,9,1,13,9,5,12,15,5,15,7,4,10,7,14,9,8,7,16,15,6,13,5,9,7,22,10,5,41,2,18,5,9,8,19,3,6,14,12,17,18,7,10,11,13,11,11,37,12,8,6,19,15,10,5,11,6,7,8,12,4,19,9,17,9,8,8,3,17,16,13,17,12,13,6,12,4,27,17,35,27,20,22,375,124,119,47,125,74,89,53,14,19,13,20,34,14,10,14,19,18,22,20,18,12,34,25,15,24,27,18,10,17,39,14,20,42,12,35,12,59,29,36,18,34,28,34,25,31,10,39,20,20,34
25.054x16.105,84,109,46,129,63,68,73,68,4,8,7,1,13,12,6,3,19,0,3,4,1,23,0,2,6,0,0,4,6,0,11,2,2,16,0,2,0,6,2,18,10,1,0,2,0,0,3,15,4,2,0,1,2,3,0,0,21,4,1,10,0,0,14,4,1,1,18,2,19,2,1,4,10,2,4,7,0,6,0,1,0,8,4,4,1,1,9,4,0,1,1,1,0,12,9,1,17,1,3,1,2,3,1,7,2,11,2,1,5,7,1,10,0,2,0,2,0,0,1,1,7,0,7,1,1,4,5,3,1,0,2,4,1,5,0,8,3,5,2,5,22,4,3,0,3,8,0,0,6,3,2,3,15,1,1,2,1,1,10,4,0,3,6,3,5,0,2,3,21,3,0,0,3,2,4,2,1,0,2,17,1,0,4,4,14,0,0,1,6,0,1,5,3,14,9,8,1,1,0,10,0,0,4,1,1,1,0,0,17,5,0,4,1,2,2,2,3,10,6,3,0,0,1,0,0,7,2,5,2,2,5,0,7,3,0,2,3,1,0,1,7,1,0,0,3,0,5,4,3,5,3,11,0,8,0,11,4,1,0,3,2,9,4,1,3,1,3,0,0,0,9,1,3,6,0,2,1,0,3,0,2,5,6,1,2,0,2,2,3,2,0,7,2,2,3,1,0,2,2,5,0,1,4,0,2,3,4,24,31,41,78,38,18,37,38,28,29,40,73,23,34,28,55,44,36,19,50,30,41,16,4,56,5,2,2,4,7,9,18,5,5,10,8,6,4,11,19,6,7,5,23,6,21,29,21,7,10,3,11,18,6,25,10,7,6,9,12,20,15,5,7,12,2,21,16,3,7,5,11,8,10,2,10,22,13,4,3,8,11,10,5,8,19,8,19,17,9,7,9,5,10,7,14,14,2,4,12,18,7,4,9,10,4,7,8,8,19,6,3,5,6,6,4,17,15,17,16,4,28,7,6,9,13,23,14,5,19,17,160,19,41,51,10,14,31,21,10,20,28,30,23,17,12,16,11,30,24,21,19,28,27,55,19,18,18,15,37,32,15,12,20,23,15,22,17,22,27,30,28,35,14,22,37,26,31,30,24,28,26
25.072x17.081,101,82,52,91,76,60,56,73,4,3,3,0,8,6,5,3,8,1,2,2,5,2,1,1,2,5,0,6,2,0,9,4,0,0,3,3,0,0,4,14,0,0,2,5,3,0,0,11,1,2,2,0,6,0,0,2,11,2,1,10,1,2,14,5,2,0,19,10,13,2,1,4,11,1,5,12,0,0,1,1,2,4,5,4,0,6,6,2,1,3,0,2,0,5,10,0,8,0,3,4,0,0,0,8,0,1,5,0,2,6,1,17,1,2,1,4,1,1,1,1,12,1,4,4,3,0,4,1,0,0,1,3,0,0,0,2,1,8,1,3,16,3,1,1,1,15,0,1,6,1,0,0,5,0,3,0,3,2,8,3,2,5,0,1,3,0,2,0,6,0,3,0,4,15,1,3,0,2,0,12,1,0,4,4,5,1,0,2,6,0,0,2,0,19,5,11,1,2,0,16,0,1,5,6,1,0,2,0,13,0,0,1,4,1,3,0,3,6,1,0,1,0,4,3,0,3,0,5,0,1,3,0,5,0,4,3,1,1,1,1,13,1,6,0,4,0,1,1,3,3,10,7,0,3,0,6,9,1,1,1,1,2,6,1,2,5,5,0,1,0,2,1,1,3,0,11,1,1,5,0,3,0,10,2,5,0,0,7,1,4,0,7,0,1,14,1,0,7,20,0,0,2,17,0,3,1,12,26,26,49,31,46,12,39,35,46,40,44,51,42,36,29,43,49,34,27,48,27,35,12,6,41,9,3,0,4,4,6,20,9,3,8,14,13,6,10,19,5,8,7,31,7,20,33,18,5,9,3,16,24,3,19,21,6,7,15,4,21,1,7,7,11,3,21,21,9,18,9,13,4,9,8,8,6,7,8,10,5,7,15,4,6,13,8,19,24,12,10,7,16,13,4,14,15,7,7,10,23,4,6,12,18,6,4,11,9,17,15,7,4,6,4,4,13,9,13,14,12,17,1,7,11,13,25,7,10,17,21,91,39,25,37,7,8,34,18,19,13,33,8,28,32,15,19,10,12,22,12,24,39,18,42,15,14,17,25,38,41,23,24,31,32,22,18,22,19,42,24,18,23,20,21,15,32,18,20,16,30,19
