gene,sv_genes_gpcounts,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde
Tmem41b,,,0.598739937,1.186983819
Sag,,,0.598665135,0.660664891
Tspyl4,,,0.598540857,1.833012974
Tmem200a,,,0.598341357,0.059935889
Eif1b,,,0.597942095,0.031667779
Rcor2,,,0.597600367,0.243903211
Trib1,,,0.597530418,0.001110131
Tsta3,,,0.597284665,0.00096401
Kbtbd8,,,0.597262074,0.30937585
Magee1,,,0.59709238,1.143962509
Prkag2,,,0.59684748,0.713596661
Gtf2e1,,,0.596842035,1.082518268
E130309D14Rik,,,0.596833051,2.009406101
Atp6v1c1,,,0.596752661,0.351295162
Samd4b,,,0.596559626,0.414233733
Uba2,,,0.596358173,0.347134956
Scn8a,,,0.595951255,0.494287164
Ccdc137,,,0.595690315,0.397310234
Ints10,,,0.594869405,0.47596458
Dgke,,,0.594779771,0.581670777
Pi4k2b,,,0.594453911,0.000964009
Nudt3,,,0.594277283,0.531999506
Bace1,,,0.594242746,0.105669154
Antxr1,,,0.594067969,0.317551916
Zfp467,,,0.59385251,0.540339065
Ceacam1,,,0.593641224,0.603611358
Sh3bp5l,,,0.593434018,0.490594862
Papd5,,,0.59286669,1.358745835
Nagk,,,0.592522918,0.328168286
Zfp513,,,0.592313181,0.394388474
Egfl7,,,0.591319589,0.323178261
Vps29,,,0.591085436,0.444973892
Lgi2,,,0.590888504,0.00096401
Zfp362,,,0.590488716,1.264502411
Skiv2l,,,0.590357197,0.090481401
1810030O07Rik,,,0.590230133,0.524053219
Sfmbt1,,,0.589742481,0.895991404
B3gat2,,,0.589414827,0.001084844
Morc2a,,,0.589267171,0.251319249
Fignl1,,,0.588743093,0.593950736
Ctu2,,,0.588539524,1.980002356
Adrbk2,,,0.58756424,0.242886503
Zfp664,,,0.587426992,0.685006211
Ptplad1,,,0.587358686,0.56742112
Ngdn,,,0.586458882,0.253511043
Cdkn2d,,,0.586004449,0.378141642
Prim2,,,0.585781144,0.074953174
Tatdn3,,,0.585749602,0.550693394
Neu1,,,0.585710163,0.734659933
Lat,,,0.58568819,1.19892983
Pf4,,,0.58534606,0.407253014
Cd163,,,0.584516295,1.506447819
Snx2,,,0.584258279,0.537388257
Fam179b,,,0.5842428,0.000964009
Ppfia4,,,0.583968615,0.814139526
Ehmt2,,,0.583805911,0.470264381
Lmo2,,,0.582440955,0.00096401
Slc4a7,,,0.582041294,0.870310263
Rbm7,,,0.580856437,0.257244364
Slc24a6,,,0.580509719,0.357087194
Gps2,,,0.580401341,1.322168822
Ipcef1,,,0.579522573,0.781050739
Mdga2,,,0.57947135,0.328167669
Fbxw2,,,0.579454205,0.282183865
1500011B03Rik,,,0.579397542,0.063845438
Klhl28,,,0.578969521,0.421628955
Frem3,,,0.578050004,3.021488042
Fam53b,,,0.577586802,0.586216878
Smek2,,,0.577238114,0.292504744
Ankhd1,,,0.577089591,0.33596686
Fuom,,,0.57698501,0.534414297
Actr1a,,,0.576805291,0.265244522
S100a13,,,0.576781934,0.44442932
Maf1,,,0.576018602,0.284985522
Gpr137b-ps,,,0.575584066,0.000964125
Med13l,,,0.575566401,0.145673393
Ms4a6b,,,0.575564543,0.968680335
Trnt1,,,0.575184712,0.017773925
Ascc3,,,0.574964758,1.324463354
Dph2,,,0.574694986,0.910631748
Plxnd1,,,0.574687777,0.000964009
Tsr2,,,0.574178135,0.654182006
Rcor1,,,0.573831215,0.44749212
Dkkl1,,,0.573709263,0.441816005
Bex1,,,0.573435893,0.320099556
1700012B15Rik,,,0.573372297,1.124074048
Filip1,,,0.573187843,12.65182487
Supt5,,,0.572823876,1.017970459
Chmp2b,,,0.572785446,0.000964008
Txlna,,,0.572624684,0.729587889
Wnk2,,,0.572183092,0.016553009
Paip2b,,,0.572102799,0.643892226
Steap2,,,0.572011735,0.000964011
Lap3,,,0.571831682,0.000964007
Rrp9,,,0.571463394,0.359041047
Piga,,,0.570633853,0.724666269
Nkd1,,,0.570604655,0.178096617
Isy1,,,0.570422944,0.334776804
Nbr1,,,0.570250445,1.090997881
Wdr7,,,0.570062533,0.498538967
Zcchc3,,,0.569959968,0.00096401
Cr1l,,,0.569489465,0.544065488
Ust,,,0.569403126,0.757394814
Slc41a3,,,0.568989305,0.011824148
5031439G07Rik,,,0.568745396,0.150181012
C130074G19Rik,,,0.568271635,0.005492506
Adam5,,,0.567297782,1.460169777
Ranbp6,,,0.566895991,1.003933312
D10Wsu102e,,,0.566895506,0.00096401
Ppip5k1,,,0.566806943,2.00406262
Dusp16,,,0.56666651,0.723028569
Stx18,,,0.566041436,1.276818384
Nisch,,,0.565745051,0.759019865
Celsr2,,,0.565566626,0.000971235
Sorcs3,,,0.565181348,0.063399438
Utrn,,,0.565160046,0.029514671
Shank2,,,0.564792443,0.214508453
Aanat,,,0.564780593,1.395681313
Mon2,,,0.564430451,0.500925783
Cask,,,0.564308364,0.060432219
Trim25,,,0.564040146,0.577292414
Zfp449,,,0.563788002,0.665038308
Actl6a,,,0.563239612,0.685483242
Pdcd7,,,0.562915595,1.348526557
Mpzl2,,,0.562900512,0.000964011
L1cam,,,0.562496518,0.089513924
Fam105b,,,0.562483135,0.933201189
Per3,,,0.562279793,0.000964007
Lcp1,,,0.561707173,0.000964011
Slc39a8,,,0.56169076,0.00096401
Foxg1,,,0.56161983,0.283953761
Skida1,,,0.561614479,0.000964009
Katnbl1,,,0.561481787,0.751786309
Bckdhb,,,0.561075197,0.189652965
Brpf1,,,0.560673723,0.908822097
Syncrip,,,0.560642276,1.044133617
Rhog,,,0.559945898,0.009313509
Elfn2,,,0.559924283,0.912191152
Rbm15,,,0.559226796,1.458291544
AI987944,,,0.558800922,1.031278879
Blcap,,,0.558662433,0.000964011
Ttc21b,,,0.558657366,0.889676232
Adamtsl4,,,0.557777782,1.62544922
Mepce,,,0.557767281,0.000964007
Tmem59,,,0.557358386,0.811261902
9330158H04Rik,,,0.556624806,1.273019487
Stbd1,,,0.556509156,0.045919421
Wnt4,,,0.555670529,0.157075875
Itpripl1,,,0.555607261,1.442058455
Suv39h1,,,0.555322815,1.128111295
1700021F05Rik,,,0.555112871,0.301811631
Kbtbd7,,,0.554890915,0.559669912
Myo1c,,,0.554489136,0.000964011
Pparg,,,0.553655356,1.114086724
Prpf8,,,0.553380373,0.576960934
Kif21a,,,0.553257435,0.187031908
Zbtb2,,,0.551835748,1.272112828
Lgalsl,,,0.551524175,1.153521505
Atg5,,,0.551432719,0.629892924
Pdia6,,,0.55129757,0.150793635
Tssc1,,,0.551285403,2.114616613
Mkks,,,0.550376778,0.026076657
Slco3a1,,,0.550202312,0.387970471
Ift140,,,0.550151043,1.560058994
Pdia4,,,0.549124227,1.40075188
Cln6,,,0.549121667,2.139964777
Smarca5,,,0.548494715,0.128494793
Maged1,,,0.548202427,0.016552155
Map1lc3a,,,0.547536027,0.719941737
Aldh1a7,,,0.547211831,3.845689793
Tulp3,,,0.547174474,0.129845373
Bmper,,,0.546902988,1.066312157
Anxa11,,,0.546465207,0.95840628
Rnasek,,,0.545955623,1.351487904
Dact3,,,0.54580145,0.082930604
Acot7,,,0.545424263,0.100314655
Ubald2,,,0.545333895,1.029136997
Ik,,,0.545211765,0.368678077
Fndc1,,,0.545124601,1.118536968
Mdm1,,,0.545086482,2.113286897
Gnai3,,,0.545068102,0.014437977
Prkag1,,,0.544713478,1.349654938
Leng8,,,0.544171702,0.192801044
Ankrd34c,,,0.544139742,1.438392814
Kcnmb4,,,0.543981358,0.001012151
Trim37,,,0.54385682,0.290259158
D2hgdh,,,0.543588466,1.930404677
Leprotl1,,,0.543282263,1.002888895
Tmf1,,,0.542900015,0.593073432
Tdrkh,,,0.542854649,0.249390145
Spock2,,,0.542475021,1.23287558
Pih1d1,,,0.542415294,0.614532964
Lmbrd1,,,0.542282212,0.000964009
D11Wsu47e,,,0.542166585,0.804502806
Micu3,,,0.541904754,0.5823379
Erc1,,,0.541610867,0.019871001
Tmem62,,,0.541595881,0.729734753
Tor2a,,,0.541522779,0.483313424
Ktn1,,,0.541305127,0.065676141
Kremen1,,,0.541127895,0.455343737
2700099C18Rik,,,0.54082168,0.850829086
Gcnt2,,,0.540584194,0.154554714
Brf2,,,0.540332463,0.935345025
Sbk1,,,0.539930519,0.142703578
Coq10a,,,0.538879703,0.88792523
Sox21,,,0.538757029,0.454314982
Foxred2,,,0.538575647,0.478650451
Gm5803,,,0.538114683,3.643993177
Rpn2,,,0.538054112,0.00097029
Fam194a,,,0.537962098,5.867748682
Sirt7,,,0.537883205,2.344329384
Taf1a,,,0.537792549,1.451081497
Rfxank,,,0.537787785,3.716168409
Pcyox1,,,0.537264072,1.431242047
Trappc10,,,0.537256335,0.000964009
Tfap2b,,,0.537213594,0.00096401
Ppox,,,0.537212892,1.994291137
Dclk3,,,0.536627403,2.376429043
Gm13498,,,0.536620279,0.00096401
Tsc22d2,,,0.53640692,0.763609086
Mterfd1,,,0.536393837,0.513396827
Gng7,,,0.536371505,0.485529155
Kif20a,,,0.536162304,0.862953504
Gm8994,,,0.535976404,0.01915881
Smim20,,,0.53583915,1.543299617
Smarcd3,,,0.535561417,0.080519265
Foxd2,,,0.535214337,0.672754089
Cd160,,,0.535065496,0.953272016
Prkd1,,,0.53478246,0.986757068
Fancg,,,0.534668443,2.866675683
Strap,,,0.534214254,0.627435853
Apbb1,,,0.533318846,0.425094469
Nyap1,,,0.53293216,1.592283803
Ephx1,,,0.532517134,0.982025821
Traf3,,,0.532381633,0.000964011
Sult1d1,,,0.531991303,0.14118249
Aldh18a1,,,0.53195671,0.993164721
Nov,,,0.530752776,0.000964009
St6galnac4,,,0.530628372,0.229971413
Vasp,,,0.530559303,0.46018109
Tcta,,,0.530246445,2.080577969
Mia,,,0.530028647,0.104683678
Dtx3,,,0.529772766,0.376163255
Prrt4,,,0.529753332,1.759159038
Cd1d1,,,0.529316239,0.826302797
B3galnt1,,,0.529092751,0.512476743
Adck4,,,0.529075094,0.42618566
Pcbd2,,,0.529027822,0.095084989
Agpat2,,,0.52816084,0.267701735
Ctf1,,,0.527501448,2.167676912
Fbxl6,,,0.527284502,0.659330285
Ppm1j,,,0.527152746,0.280824203
Htr7,,,0.52631144,0.664757976
Polr2f,,,0.526308591,0.182192736
Slc35g1,,,0.525909567,0.21359439
Faf2,,,0.525843776,0.3519404
Rfwd3,,,0.525807899,0.558762147
Suv39h2,,,0.525522383,0.007101964
Hist1h2ak,,,0.525205291,3.720416818
Tmem203,,,0.525096195,0.775862543
Pmm1,,,0.524882095,1.752866128
Panx2,,,0.524634652,0.091272233
Mrps9,,,0.524600577,1.258099237
Rsl24d1,,,0.524473377,0.00096401
Shprh,,,0.524230791,0.107799187
Ankrd32,,,0.523852453,0.072374417
Rpl22l1,,,0.523379176,0.1990557
Golga4,,,0.522777743,0.06785327
Evc,,,0.522460019,0.161566668
Ttc23,,,0.52174106,2.897959277
Fam58b,,,0.521184992,0.000964006
As3mt,,,0.521057657,0.013114121
Zkscan14,,,0.520522511,1.485969712
Tmem206,,,0.520469547,0.000964008
Uhrf1bp1,,,0.520238235,0.995757642
Sdpr,,,0.520164639,0.004979406
D930048N14Rik,,,0.520153327,1.623219865
Ccnd3,,,0.520038334,0.930924124
Tle6,,,0.519366733,1.110495258
Bak1,,,0.519338394,0.498998541
Qtrt1,,,0.519220201,0.54973873
Ssbp4,,,0.519214319,0.415511006
Smarca2,,,0.519089845,0.000964009
AI413582,,,0.519067677,1.031715614
Rab28,,,0.518937394,1.253521512
Cand1,,,0.518790435,0.080141646
Olig1,,,0.518589267,0.744955648
Incenp,,,0.518294569,0.9842249
Bbs7,,,0.518108924,0.137022341
Plk1s1,,,0.518003324,0.397279393
Apba2,,,0.517872273,0.738689743
P4ha2,,,0.517788844,0.799535723
Emilin1,,,0.517768345,0.631951858
Col6a1,,,0.517558517,0.214276978
Abtb1,,,0.517446789,0.132013584
Scube2,,,0.517312004,0.609374779
Ptpdc1,,,0.517119295,1.557444806
Tprn,,,0.516917742,0.108140059
Mob1b,,,0.516682615,0.007966873
Dtna,,,0.515900327,0.39228863
Hsd17b12,,,0.5158526,0.3749331
Ppp4r2,,,0.515518178,0.344018771
BC005764,,,0.515391917,0.852028771
Esrra,,,0.515173999,0.200198077
Hmgb1,,,0.515149473,0.770835169
Nkx2-2,,,0.514579845,0.685986203
Efs,,,0.514500354,0.565333266
Uvssa,,,0.514208724,0.936174361
Nol10,,,0.514177494,1.434807359
Snap29,,,0.514069827,0.899496123
Sap18,,,0.513768145,0.372965904
Ube2n,,,0.513741072,1.028913568
Adck3,,,0.513670735,0.040061484
Prrc2c,,,0.513529162,0.86790476
Fech,,,0.513160142,0.402715674
Klhl24,,,0.513113149,0.000964011
Mmadhc,,,0.512531099,1.236246894
Htra4,,,0.511892225,0.911325284
Pou3f3,,,0.511810092,0.387896942
Dip2b,,,0.511787939,0.385598088
Serinc2,,,0.511730224,0.422356961
Tram2,,,0.511363296,0.984100078
2700097O09Rik,,,0.510805421,1.381867668
Qsox2,,,0.51045201,1.415871468
Lrrc55,,,0.509926487,0.632682264
Haus4,,,0.50989007,0.624555125
Cry1,,,0.509807011,0.684504594
Gps1,,,0.509677127,0.781360138
2300009A05Rik,,,0.509323316,0.310694031
Hspb1,,,0.509100392,1.495326945
Zfp106,,,0.508913817,0.011198186
Gm12709,,,0.508568812,0.00096401
Sh2b2,,,0.50849461,0.207108569
Zfp62,,,0.508414971,0.056715562
Ogt,,,0.50839853,0.994507091
Gart,,,0.508190734,0.745510563
Fosb,,,0.508130413,0.040665611
Plscr3,,,0.507982274,3.654473484
Ppil2,,,0.507910182,0.445530114
Pank2,,,0.506852821,0.544719286
Ifi47,,,0.50573664,0.693190256
Nynrin,,,0.505444162,0.156460893
Itpr2,,,0.504912176,0.639228965
Stra6,,,0.504502936,0.291702506
Zkscan3,,,0.503852628,0.000964011
Atad1,,,0.503126453,0.000964009
Kazn,,,0.503110175,0.499878028
Gm6878,,,0.503100814,0.773308058
Gm5523,,,0.502728624,0.001651988
Lpar4,,,0.502624518,0.593955583
Wnt5a,,,0.501949579,0.598619018
BC030500,,,0.501817027,2.687075976
Dzip1l,,,0.501381972,1.359204873
Taf11,,,0.501340141,1.057139118
Kdm5a,,,0.501075443,0.000964011
Tspan4,,,0.500914225,0.448729646
Eva1a,,,0.500738671,0.557067394
Mettl2,,,0.500728128,2.555721852
Irf2,,,0.500394446,0.578778496
Rusc2,,,0.499840709,0.012319378
Sccpdh,,,0.499752495,0.292740235
Scfd2,,,0.499737332,0.734254168
Trim41,,,0.498966908,0.249183919
Arhgap44,,,0.498060686,0.222976783
Ubxn7,,,0.498013441,0.599313744
Emx1,,,0.497987917,1.206943459
Ttc17,,,0.497629083,0.063616021
Taf5,,,0.497590417,0.107501825
Nenf,,,0.497289869,0.064892892
Unkl,,,0.496801601,0.280595985
Dhrs3,,,0.496117617,0.00096401
Tcirg1,,,0.494980967,0.231933441
Ncbp2,,,0.494879396,0.487961815
Ednra,,,0.494772437,1.728031503
Gipc2,,,0.494146924,0.715438146
Lims2,,,0.493852759,0.000964011
Gbp6,,,0.49332585,0.986989476
Psmd12,,,0.492811338,1.868016792
Rab8b,,,0.492617739,0.502638879
Prkcz,,,0.491803428,0.00096401
Rnase4,,,0.491423258,1.118313401
Gltscr1l,,,0.491404843,0.087353047
Mad2l2,,,0.491375324,1.14949332
Ipo11,,,0.491189452,0.071232674
Pcm1,,,0.48974131,0.165436048
Ccm2,,,0.4897159,0.248341449
Lman1,,,0.489682502,0.00096401
Atxn3,,,0.489151421,0.560972722
Zc3h10,,,0.488161831,0.00096401
Ing3,,,0.487684002,1.239089435
Irak1,,,0.487412345,0.158534098
Mir684-2,,,0.487327921,1.30340197
Tada3,,,0.486669643,0.340207523
Pon2,,,0.486518026,0.000964009
Usp7,,,0.48648414,0.686457571
Supt4a,,,0.486402711,1.14677584
Khk,,,0.486170929,0.070048826
Ndufaf4,,,0.486135602,0.534598581
Anapc7,,,0.485942801,0.539388761
Tmem173,,,0.485785791,0.053636109
Cdc42ep1,,,0.485750801,0.000964009
Coro1a,,,0.485675793,0.275016079
Cdk2ap1,,,0.485616556,0.00096401
Flot1,,,0.485541978,0.031329746
Krtcap2,,,0.485376718,0.790650575
Ino80b,,,0.484936263,0.827284864
Etv4,,,0.484206716,0.104788962
Atpaf2,,,0.484157888,0.74452998
Ednrb,,,0.484022237,0.475862274
Psmb10,,,0.48400313,1.008641961
Abcb8,,,0.483841502,1.814192884
Bco2,,,0.48381752,1.765184117
Fam3a,,,0.48380536,0.100390936
Zfp608,,,0.483688845,0.406230319
Ptbp1,,,0.483489577,0.00096401
Fam173b,,,0.482773352,0.00096401
Rabgap1,,,0.482752052,0.31578993
Lingo1,,,0.482497291,0.888509874
Neto2,,,0.482387621,0.136420533
Mtx3,,,0.481947465,0.728288574
Vma21,,,0.481529729,0.00096401
Acaca,,,0.481449681,0.572313098
Nmnat1,,,0.480414804,7.60537864
Ccdc14,,,0.480390583,0.057036786
Ccdc59,,,0.4793277,0.141595336
Tacc3,,,0.478384068,0.780823827
Bptf,,,0.478149078,1.242017284
Fry,,,0.477572595,0.230280055
Rps5,,,0.477403547,0.00096401
Trim44,,,0.477056522,0.864420512
Taf12,,,0.476479146,0.711032105
Lmtk3,,,0.476382475,0.492738714
Pcnx,,,0.476151256,1.093213834
Npy1r,,,0.476007309,0.853824892
Atp5sl,,,0.475409743,0.320728244
Ryk,,,0.475064612,1.338031685
Wscd1,,,0.474826825,0.000964009
5430417L22Rik,,,0.473950811,0.523191222
Ccnf,,,0.473936571,0.692526171
Rnf149,,,0.473561157,0.949873297
Brd4,,,0.473519961,0.795036351
Thy1,,,0.473512747,0.024534187
Pdcl,,,0.473236853,0.045053884
Sh3tc2,,,0.473151107,1.820069338
Adamts10,,,0.472419313,0.208056938
Cct5,,,0.472269638,1.070495851
AU019823,,,0.472156592,0.388934367
Myo1h,,,0.472054039,0.718148086
Tmem2,,,0.471980374,0.360379339
Erp44,,,0.471975496,0.645663861
Nsmaf,,,0.471746498,0.00096401
Poli,,,0.470665584,2.503159258
Pdk1,,,0.470471685,0.35710047
Mrpl34,,,0.470381137,0.409591813
Myh11,,,0.469424371,0.000964011
Grm2,,,0.469291551,0.400583657
Ebpl,,,0.468751388,0.606447706
Gm2a,,,0.468268747,0.000964011
Calb1,,,0.467617887,0.000964009
Pcdhb12,,,0.467443723,0.569517115
Fnbp4,,,0.466799491,0.608732084
Tesk2,,,0.466631448,0.405700174
Ptpn14,,,0.465932763,0.288553523
Ift20,,,0.465787029,1.038882638
Npy5r,,,0.465385278,0.836181067
Ubn1,,,0.464959992,1.605165711
Cs,,,0.46461089,1.541554535
Plk3,,,0.464440587,0.317578586
Usp20,,,0.464128744,0.543948262
Gtf2a2,,,0.464020704,0.233378078
Rce1,,,0.463977808,1.074364301
Pglyrp1,,,0.463555447,0.15626282
Fgfr1op,,,0.463428288,0.770557974
Npas3,,,0.46339199,0.053596399
Syt9,,,0.463196722,1.80189237
Mtmr10,,,0.463045022,0.139497604
Zfp335,,,0.463013955,0.176993355
Ankdd1b,,,0.462742697,0.605592797
Rasgef1c,,,0.462673474,1.692202253
1110057K04Rik,,,0.462440674,0.983656927
Sass6,,,0.462221443,0.570519344
Camk1g,,,0.462083931,0.793535661
Fam101a,,,0.462058633,0.710621215
Fli1,,,0.461972656,0.294870131
Napg,,,0.461912501,0.772038129
Hsph1,,,0.461387735,0.00096401
1700020D05Rik,,,0.461147655,1.672870417
Akap5,,,0.46110143,0.800588367
Vkorc1,,,0.460595471,0.000967423
Slitrk1,,,0.460279358,0.279837637
Gm10406,,,0.460250655,1.344232865
Ush1g,,,0.460203093,1.447669202
Wrap53,,,0.460053112,0.419193094
Klf6,,,0.459926933,2.035253564
Pabpc4,,,0.459544536,0.688440156
Tmem151a,,,0.459174161,0.114522723
Cdc42bpb,,,0.458270017,0.95331821
Zmpste24,,,0.458246037,0.006812584
Nsa2,,,0.457368798,1.38558878
Depdc7,,,0.457061731,0.487701054
Dip2a,,,0.456819457,1.464038384
D6Wsu163e,,,0.456728757,0.778303534
Chd7,,,0.456068138,0.624171336
Osgep,,,0.455633501,0.817951874
Hgs,,,0.455140754,0.471531433
Commd3,,,0.455135579,0.000964011
Nrbf2,,,0.454501534,0.574348834
Nova2,,,0.453657364,0.00096414
Tom1,,,0.453483255,0.869163269
Fzd6,,,0.453135929,0.000964057
Ttll7,,,0.45296751,0.091612788
Lamtor2,,,0.452393838,0.204011402
Dcaf15,,,0.452272079,1.286300215
Man1a,,,0.452248401,0.0463981
Cst6,,,0.451981721,1.878804335
Ldlrad3,,,0.451253303,0.372814806
Mlxip,,,0.451247638,3.606276168
Dmtf1,,,0.450389535,0.092546403
Kcna4,,,0.450194131,0.803594666
E330013P04Rik,,,0.450126299,0.392832628
Ccdc61,,,0.450108049,0.19235709
Ppfibp1,,,0.450035138,0.122988505
Tmem255a,,,0.44991937,0.917649711
Zfp800,,,0.449697288,1.153236071
Sepn1,,,0.449191095,0.619510152
Phka2,,,0.449054839,3.257049149
Tctn3,,,0.448803165,0.611171271
Cyp27a1,,,0.448732681,0.673646816
Ccdc6,,,0.448691043,0.125370007
Dctn6,,,0.447467005,0.051657957
Ndufb3,,,0.447346629,0.808228454
Psmg3,,,0.447288109,0.487912732
Wdr59,,,0.447283877,0.338907748
Mnt,,,0.447035789,0.855597903
Sec23ip,,,0.447008207,0.000964008
1810037I17Rik,,,0.446858612,0.423178331
Ctnnd2,,,0.446459414,0.251134416
Rgag4,,,0.446221259,0.66981417
Cnksr3,,,0.446104495,1.228984934
Ppif,,,0.446085176,0.212158738
Wdr5b,,,0.445827613,1.268201833
Lama1,,,0.445802261,0.562045312
Paxip1,,,0.44542273,0.023776054
Tet3,,,0.445243158,0.905533288
Mob2,,,0.445165357,0.153721556
Zfp420,,,0.444782235,0.334310139
Cgref1,,,0.44474952,1.636608633
Hipk2,,,0.444742163,0.315418057
Rwdd2a,,,0.444470383,0.000964008
Cxcl14,,,0.444454744,0.748122673
Tbkbp1,,,0.444264513,0.06822086
Adamts5,,,0.44383054,1.733619553
Dnttip2,,,0.443542983,0.22747824
Car12,,,0.443194361,1.157968013
Mll3,,,0.442750251,0.144252768
H2-Eb1,,,0.442606134,0.109597171
Lsmd1,,,0.442433301,0.491348282
Pdcd4,,,0.442136972,0.385085686
Naca,,,0.441904239,0.764754279
Rab26,,,0.441719644,1.381886581
Lrfn3,,,0.441387994,1.510129366
Foxk1,,,0.441351855,0.205530982
Btg2,,,0.441038936,0.522634364
Wiz,,,0.441020183,0.829925134
H1fx,,,0.440907521,0.679190966
Wdr1,,,0.440777631,0.00096401
Rptor,,,0.4407149,1.053539054
Stard8,,,0.439827542,0.000964009
Mycbp2,,,0.439720638,0.053502677
Serp1,,,0.439125801,0.00096401
Sh3rf1,,,0.439036956,0.005609539
Isg20,,,0.438971989,1.932814351
Thap2,,,0.438611174,0.095651941
Hcfc1r1,,,0.438268212,0.000964161
Tm2d3,,,0.438108118,0.456735189
Unc13b,,,0.43804703,0.012121024
Dhcr7,,,0.43759636,1.324245695
P2ry12,,,0.43744391,0.161970903
Dcp2,,,0.437286554,0.000964011
Gtpbp3,,,0.436762237,0.776564743
Tmx2,,,0.436358575,0.286157428
Nat1,,,0.43525342,3.255568497
Crispld2,,,0.435249485,0.001189402
Sgcg,,,0.434991728,1.087473041
Inpp5f,,,0.434443605,0.251012163
Bcl9,,,0.434114512,0.221284991
C230004F18Rik,,,0.43381391,0.149244253
Atxn1,,,0.433648774,0.087455225
Wdr60,,,0.433328709,1.97429516
Gm9705,,,0.432660202,0.587762458
Acot2,,,0.432533795,0.625346666
Slc16a11,,,0.432297902,0.891554143
Hrsp12,,,0.431987128,0.00096401
Cst12,,,0.431893436,1.7812049
Grm8,,,0.431831188,0.294428633
Ndufa10,,,0.431692923,0.313294244
Fndc3a,,,0.431491364,0.061269031
Xrcc6,,,0.431490637,0.851927148
Atp5k,,,0.431396208,0.518859109
Fam46c,,,0.431132714,2.896863844
Gstm4,,,0.430990061,2.14151999
Inha,,,0.430253581,0.371782361
Caprin2,,,0.428503864,1.565984793
Nsmce1,,,0.428320169,0.645362105
Kcnq3,,,0.427871269,0.238188985
Pcyt1a,,,0.427343248,0.252189396
Ppic,,,0.427256876,0.00096401
Ccdc136,,,0.426815458,0.007329617
Gde1,,,0.426693091,1.280182053
Gm14326,,,0.426688584,0.00096401
Rgl2,,,0.426606377,1.243119638
Shank3,,,0.426522711,0.000964008
BC017158,,,0.426513847,1.227293398
Srms,,,0.426449498,4.850065273
Iigp1,,,0.426322746,0.508391386
Epb4.1,,,0.425971951,0.001995229
Gm16039,,,0.425866333,1.060742266
Pvrl2,,,0.42584813,0.80551338
Rnf11,,,0.425678237,0.059321717
Rbm12b2,,,0.425525329,0.679138824
Prr12,,,0.425372899,0.698524407
Frrs1l,,,0.425074138,0.206161778
Zfyve21,,,0.423897246,0.322109224
4930444P10Rik,,,0.423816014,0.957618322
Ddr1,,,0.423773612,0.055914515
Napepld,,,0.423647459,0.075334746
Uaca,,,0.423618498,0.000964009
Pick1,,,0.423572509,0.966671111
Clvs2,,,0.423341791,0.05615266
Syt16,,,0.423241096,0.156715625
Efemp2,,,0.422919128,0.014287828
Mtpap,,,0.422842253,1.149721043
Ptprn2,,,0.422718007,0.000964009
Pxmp4,,,0.422652618,0.386257917
Tgfa,,,0.422450622,0.755392194
Slmap,,,0.422416571,0.000964009
Apba1,,,0.422401391,0.013909323
Folr2,,,0.422246389,0.670574956
Tusc2,,,0.421999607,0.000964173
Ptprm,,,0.421845091,0.201345074
Hcn2,,,0.421432116,0.654218242
Por,,,0.421161879,0.675582398
Clmn,,,0.421119338,1.297710453
Lrrc42,,,0.420956581,0.227568383
Caly,,,0.420950031,0.096603648
Il18,,,0.420912313,0.198915402
Src,,,0.420903801,0.782259156
Lrrc71,,,0.420705318,1.458315025
Osbpl2,,,0.42052225,0.517190481
Ankfy1,,,0.420518428,0.689081048
Senp3,,,0.42008862,0.5097595
Zfp433,,,0.419075628,1.674273968
Psmd7,,,0.419010179,0.000964011
Hey1,,,0.418997761,0.000972032
Ostf1,,,0.418992974,0.000964008
Lrrc57,,,0.418788077,0.023953083
