,gene,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC_periodic,BIC_linear,BIC_rbf,pval,q_value
1476,Chmp4b,-703.8401936,-703.9620946,0.12190098,0.562737665,1430.166917,1424.60623,1429.923114,0.621473524,1
1477,Cbx3,-613.1918509,-613.2951471,0.103296157,1.949163974,1248.833023,1243.27233,1248.626428,0.649451526,1
1478,Hspa4,-709.9562745,-709.9730348,0.016760278,1.824747746,1442.188799,1436.62811,1442.155276,0.854730385,1
1479,Grk6,-473.6041489,-473.7905882,0.186439305,0.894982425,969.8236793,964.262998,969.4510243,0.541439345,1
1480,Rgcc,-575.6971925,-615.1062816,39.40908907,1.59888111,1252.455295,1246.8946,1173.637112,0,0
1481,Mapre3,-680.0349505,-685.5666964,5.53174594,1.692196884,1393.376116,1387.81543,1382.312628,0.000880442,0.015159309
1482,Setd3,-613.3863306,-613.662464,0.276133445,1.15552512,1249.567655,1244.00697,1249.015388,0.457392921,1
1483,Hivep1,-524.7988327,-525.0202089,0.221376175,6.55220321,1072.28332,1066.72246,1071.840392,0.505796996,1
1484,Trim8,-541.7602362,-541.7827965,0.022560319,0.000567509,1105.80832,1100.24764,1105.763199,0.831782356,1
1485,Rab3b,-780.9794557,-797.3714222,16.39196657,0.893658056,1616.985568,1611.42493,1584.201638,1.03E-08,5.49E-07
1486,Trappc6b,-567.7896308,-567.8809429,0.091312144,7.51E-11,1158.004608,1152.44393,1157.821988,0.669127602,1
1487,Rmdn1,-357.08762,-357.2317875,0.14416756,1.601675394,736.7063009,731.145619,736.4179665,0.591289405,1
1488,Rnf41,-444.5856609,-444.5857501,8.92E-05,0.755907641,911.4142284,905.853545,911.4140483,0.989343255,1
1489,Bcas2,-517.5237488,-518.7859323,1.262183426,0.8346399,1059.814596,1054.25391,1057.290224,0.112099767,0.647011329
1490,Tmem55a,-613.5310344,-613.5508383,0.019803855,4.70E-07,1249.344406,1243.78372,1249.304795,0.842249557,1
1491,Msrb2,-237.7880874,-237.788084,-3.41E-06,0.053737755,497.8188945,499.793519,497.8189013,1,1
1492,Arl13b,-213.3147248,-213.3671895,0.052464781,0.015852255,448.9771074,443.416424,448.8721761,0.745992296,1
1493,Atg7,-404.5181911,-404.5519433,0.033752177,1.686455018,831.3466132,825.785932,831.2791087,0.795005708,1
1494,Zfp653,-299.4144054,-300.0899808,0.675575415,2.417071307,622.4226872,616.862027,621.0715373,0.245077028,0.988842191
1495,Thsd7a,-549.3390241,-552.1986528,2.859628648,1.374676022,1126.639985,1121.0793,1120.920775,0.016779827,0.172071392
1496,Lamtor4,-492.4574649,-492.4574526,-1.23E-05,0.000552826,1007.157637,1001.59696,1007.157656,1,1
1497,Adcy6,-273.4243406,-274.1205625,0.69622189,0.174610209,570.4838508,564.92317,569.0914077,0.237992837,0.977310346
1498,Gpd1,-412.207446,-412.2170798,0.009633801,0.00304468,846.6765755,841.115893,846.6576185,0.88960204,1
1499,Map1b,-1035.723509,-1057.119722,21.39621293,0.99643424,2136.490032,2130.92935,2093.689745,6.09E-11,4.48E-09
1500,Lrtm2,-502.8502615,-502.8742234,0.023961808,0.828303129,1027.991173,1022.43049,1027.94325,0.826716548,1
1501,Nabp2,-473.5170939,-473.5170934,-4.86E-07,1.861194772,969.2769134,963.71623,969.2769143,1,1
1502,Ocel1,-35.62082953,-35.62082866,-8.65E-07,0.001013117,93.48438384,87.9237022,93.48438558,1,1
1503,Ankrd45,-477.8637932,-478.1368696,0.273076443,1.556292213,978.5164702,972.955789,977.9703129,0.459893897,1
1504,Ncl,-664.8815123,-665.0490802,0.167567933,1.493613301,1352.340887,1346.78023,1352.005751,0.56265044,1
1505,Rpp14,-294.2959814,-294.295989,7.61E-06,1.47E-05,610.8346869,605.274023,610.8346893,0.996887235,1
1506,Med30,-284.3913121,-284.5319941,0.140682029,0.504620465,591.3067152,585.746034,591.0253507,0.595808556,1
1507,Ncln,-415.12308,-415.2655859,0.142505899,7.74E-05,852.7739005,847.213217,852.4888865,0.593434965,1
1508,Wdr8,-309.8911393,-309.9921432,0.101003823,0.764164053,642.2270129,636.666331,642.0250051,0.653105189,1
1509,Acbd3,-435.1760845,-435.4071342,0.231049755,5.279455185,893.0569919,887.49631,892.5948955,0.496644396,1
1510,Synpo,-487.4595731,-492.6227879,5.163214811,1.503002991,1007.488374,1001.92769,997.1618727,0.001311386,0.020796041
1511,Rpl7,-659.2998654,-660.6763442,1.376478793,1.451088972,1343.595386,1338.0347,1340.842457,0.097074712,0.595800554
1512,Gm15421,-632.1551933,-632.1551737,-1.96E-05,0.042063613,1286.553073,1280.99239,1286.553113,1,1
1513,Cdkn1b,-612.0730987,-614.2356935,2.162594801,1.586125417,1250.714113,1245.15343,1246.388924,0.03755223,0.314714378
1514,Ggt7,-486.2793882,-486.5455749,0.266186713,0.000187868,995.3338847,989.77321,994.8015029,0.465610728,1
1515,Snx11,-359.1587666,-359.1899122,0.031145601,0.58096371,740.6225526,735.06187,740.5602597,0.802910578,1
1516,Marf1,-488.358384,-488.6252088,0.266824855,0.174120355,999.4931414,993.93246,998.9594945,0.465076474,1
1517,Ptbp1,-424.8354599,-425.3189495,0.483489577,0.260971577,872.8806289,867.319944,871.9136463,0.325434726,1
1518,Sdcbp,-621.6287196,-625.2853637,3.656644082,2.596386988,1272.813456,1267.25277,1265.500166,0.006844657,0.084753964
1519,Yars,-576.3611389,-577.2693174,0.908178504,1.798176144,1176.781357,1171.22068,1174.965004,0.177747525,0.845438691
1520,Hcn2,-531.1676783,-531.5891104,0.421432116,0.919825097,1085.420961,1079.86028,1084.578083,0.358578882,1
1521,Mocs2,-529.1992758,-530.4416437,1.242367947,0.702915484,1083.126012,1077.56533,1080.641278,0.114955644,0.6567364
1522,Dolpp1,-342.1334899,-342.7959441,0.66245413,1.045067119,707.8346183,702.273932,706.5097063,0.249713068,0.997585159
1523,Chl1,-368.621474,-381.5332026,12.91172859,1.965794326,785.3091311,779.74845,759.4856745,3.74E-07,1.54E-05
1524,2410015M20Rik,-537.5122313,-537.615317,0.103085723,0.6778881,1097.47336,1091.91268,1097.267189,0.64978488,1
1525,Lrrc55,-522.3161805,-522.826107,0.509926487,0.792204025,1067.89493,1062.33463,1066.875088,0.312553887,1
1526,Snx3,-660.0725031,-660.2376036,0.165100479,2.46223006,1342.71805,1337.15732,1342.387733,0.565540781,1
1527,Yap1,-456.1922665,-475.4049451,19.21267864,1.704767362,973.0526185,967.491938,934.6272595,5.69E-10,3.61E-08
1528,Tenc1,-293.5859833,-297.6794873,4.093504064,1.596730729,617.6017014,612.04102,609.4146931,0.004219145,0.056632586
1529,Ubtd2,-280.0124629,-280.1209729,0.108509987,1.643527551,582.4846746,576.923991,582.2676523,0.64131999,1
1530,Leng8,-450.9652618,-451.5094335,0.544171702,0.887266628,925.261592,919.70091,924.1732501,0.296838549,1
1531,Chchd4,-436.4865219,-437.8732243,1.38670244,0.755120681,897.9891752,892.428492,895.2157703,0.095842095,0.591161693
1532,Cmc2,-192.1819042,-192.1985247,0.016620537,1.52476369,406.6397843,401.079095,406.6065349,0.855330546,1
1533,Ndufa13,-736.1740621,-737.1290341,0.95497199,1.552186592,1496.500795,1490.94011,1494.590851,0.166969482,0.818271612
1534,4930481A15Rik,-411.9278874,-411.9278462,-4.12E-05,0.700306249,846.0984173,840.537736,846.0985013,1,1
1535,Znrf3,-292.1499307,-292.1499491,1.84E-05,6.364835034,606.5426242,600.981942,606.5425879,0.995159822,1
1536,Ndufa9,-601.9927637,-602.215643,0.222879376,0.522055209,1226.674012,1221.11341,1226.228254,0.504355967,1
1537,Mpv17l2,-335.886348,-335.8863474,-5.74E-07,0.008729212,694.0154224,688.454741,694.0154225,1,1
1538,Mcts2,-245.9365915,-247.2606212,1.324029664,1.282171439,516.7639684,511.203289,514.1159095,0.103676396,0.618189232
1539,Trnp1,-769.7664304,-791.999342,22.23291158,1.305568779,1606.24141,1600.68073,1561.775587,2.59E-11,2.02E-09
1540,Nckap1l,-179.1307136,-179.3155534,0.184839742,1.6059379,380.8738332,375.313153,380.5041537,0.543179029,1
1541,Slc24a3,-341.4338028,-341.4465658,0.012763026,0.737016752,705.1358506,699.575169,705.1103321,0.873063245,1
1542,Tbc1d1,-343.5487924,-343.5503271,0.00153473,0.688242521,709.3433805,703.782699,709.3403113,0.955817639,1
1543,Snx27,-578.3726705,-578.3726688,-1.70E-06,0.000179601,1178.988064,1173.42738,1178.988068,1,1
1544,Trrap,-541.4621211,-541.4877022,0.025581086,0.700155458,1105.218192,1099.65744,1105.166969,0.821053208,1
1545,Med15,-419.2926118,-419.2927209,0.000109158,5.47E-06,860.8281696,855.26749,860.8279501,0.988211269,1
1546,Id2,-779.8277303,-782.9034369,3.075706539,0.827897956,1596.796129,1591.23545,1581.898187,0.013130715,0.142323277
1547,Pum2,-722.468349,-722.5111187,0.042769705,1.007599119,1467.264964,1461.70428,1467.179425,0.769926367,1
1548,Msh2,-343.9429045,-344.2963252,0.353420789,1.715048702,710.8353768,705.274695,710.1285355,0.40049433,1
1549,Ciz1,-360.0542028,-360.0541983,-4.44E-06,0.243300488,742.3511261,736.79044,742.3511321,1,1
1550,Rapgef2,-604.4459255,-606.0954104,1.649484901,0.64244404,1234.433548,1228.87288,1231.134578,0.069323348,0.482090139
1551,Actr10,-612.5175849,-612.7910753,0.273490389,4.187393967,1247.824878,1242.2642,1247.277896,0.459553978,1
1552,Etf1,-531.9790788,-531.9790803,1.49E-06,0.000361316,1086.200887,1080.6402,1086.200884,0.998622638,1
1553,Fam53c,-484.8867805,-485.7554833,0.868702755,1.684227487,993.7536866,988.193005,992.0162875,0.187467902,0.869951765
1554,AW549877,-548.469359,-548.8691376,0.399778616,0.736514855,1119.980994,1114.42031,1119.181445,0.371225783,1
1555,1110008J03Rik,-196.1902022,-196.1902006,-1.59E-06,0.019685797,414.6231278,409.062446,414.6231309,1,1
1556,Agtpbp1,-611.1475951,-612.1802458,1.032650702,0.947323308,1246.603218,1241.04258,1244.537917,0.150685134,0.771444872
1557,Bex2,-873.3471073,-889.8883632,16.5412559,1.750528853,1802.035289,1787.14934,1768.936941,8.83E-09,4.77E-07
1558,Tmem68,-493.3790136,-493.3790219,8.25E-06,1.226567783,1009.000894,1003.44008,1009.000754,0.996758987,1
1559,Atp11b,-384.482126,-384.4982234,0.016097442,0.000873729,791.2391715,785.678491,791.2069785,0.857600604,1
1560,Rnf220,-628.5352416,-629.957368,1.422126325,2.288171474,1282.157471,1276.59678,1279.31321,0.091701224,0.573721468
1561,Tjp2,-255.6051699,-255.6057523,0.000582491,0.22426304,533.4542314,527.893549,533.4530663,0.972772024,1
1562,Cr1l,-235.3980774,-235.9675669,0.569489465,1.885151908,494.17786,488.617178,493.0388813,0.285868188,1
1563,Ncan,-626.2900769,-638.1269389,11.83686201,1.151236835,1298.496607,1292.93592,1274.82288,1.14E-06,4.16E-05
1564,Jakmip1,-282.6333402,-282.7094261,0.076085909,1.185653574,587.6615731,582.100892,587.5094069,0.696468471,1
1565,Ttyh3,-712.7659919,-715.758381,2.992389175,1.27331142,1453.759487,1448.19881,1447.77471,0.014429856,0.154365175
1566,Ttl,-359.9342737,-359.9842872,0.050013523,0.583072108,742.2112658,736.650584,742.1112739,0.75179718,1
1567,Gnas,-935.6287208,-940.7081927,5.079471863,2.218859982,1903.659112,1898.09843,1893.500168,0.001436029,0.022508387
1568,Sema3e,-458.368235,-458.6502345,0.281999497,1.562165476,939.5433423,933.982644,938.9791965,0.45265346,1
1569,Camkk2,-631.0330624,-641.0678097,10.03474729,2.072869445,1304.378347,1298.81767,1284.308851,7.47E-06,0.000227387
1570,Stat5b,-486.2376615,-486.5095209,0.271859417,1.293262609,995.261767,989.701085,994.7180495,0.460895594,1
1571,Prickle1,-491.5144653,-495.7883769,4.273911637,1.375149367,1013.819482,1008.2588,1005.271657,0.003459356,0.047158327
1572,Alg14,-280.5027811,-280.5027769,-4.19E-06,3.181370412,583.2482802,577.687598,583.2482887,1,1
1573,Slc25a31,-30.08214028,-30.08209492,-4.54E-05,0.153304725,82.40691719,76.8462355,82.40700708,1,1
1574,Rap1b,-572.4616353,-572.4616278,-7.53E-06,0.014949567,1167.165984,1161.6053,1167.165997,1,1
1575,Clip2,-402.4996739,-405.2984471,2.798773145,2.036072428,832.8396202,827.278952,827.2420743,0.01798565,0.181308532
1576,Ahcyl2,-795.4641677,-839.0886216,43.6244539,1.85545776,1700.419968,1694.85929,1613.171062,0,0
1577,Egln1,-536.7549975,-536.7632003,0.008202841,0.16967755,1095.769126,1090.20844,1095.752722,0.89808197,1
1578,Ip6k1,-623.4407839,-623.5950747,0.154290819,0.764334599,1269.432877,1263.87227,1269.124294,0.578551856,1
1579,Gpsm1,-797.613781,-853.5648883,55.95110732,2.11359301,1729.372505,1723.81182,1617.470289,0,0
1580,Bcl2l2,-341.6804199,-341.7015414,0.021121552,0.516128942,705.6458098,700.085127,705.6035663,0.837157068,1
1581,Arl5a,-536.4296373,-536.4358705,0.006233141,8.08E-05,1095.114469,1089.55379,1095.102001,0.911098939,1
1582,Dixdc1,-525.4457507,-525.4457436,-7.04E-06,1.040907039,1073.134214,1067.57353,1073.134228,1,1
1583,Nucb1,-364.5985631,-364.5985582,-4.85E-06,0.000419186,751.4398451,745.879162,751.4398527,1,1
1584,Dclk1,-906.2627162,-941.7766743,35.51395814,2.405040165,1905.797207,1900.23668,1834.768159,0,0
1585,Wasf1,-712.1789222,-719.3941208,7.215198602,1.93483657,1461.030967,1455.47029,1446.600571,0.000145436,0.003299282
1586,Hp1bp3,-688.5574014,-688.5569058,-0.000495573,0.547771161,1399.356538,1393.79586,1399.357529,1,1
1587,Mtx2,-508.1073394,-508.7171239,0.609784499,1.63719854,1039.67698,1034.1163,1038.457405,0.269445253,1
1588,Fam21,-536.6509995,-538.1605198,1.509520365,2.665940676,1098.563769,1093.00309,1095.544726,0.082292129,0.537030427
1589,Papss1,-486.3781928,-488.4451914,2.066998556,0.758167541,999.1331098,993.572428,994.9991121,0.042029965,0.342017114
1590,Nova1,-470.1458619,-470.3488215,0.202959636,0.881794188,962.9403678,957.379692,962.5344503,0.524048022,1
1591,Gnb2l1,-714.87151,-717.4562013,2.584691302,0.797950564,1457.155129,1451.59445,1451.985747,0.022988385,0.218231957
1592,Rbm12,-362.8648245,-362.9026284,0.037803939,0.863589353,748.0479792,742.487298,747.9723755,0.783340157,1
1593,Rasa1,-659.8148041,-663.3845522,3.56974812,2.141137766,1349.011829,1343.45115,1341.872335,0.007540434,0.091018121
1594,Dynll2,-788.0933722,-791.3145281,3.221155889,1.655292202,1604.871782,1599.3111,1598.429471,0.011143354,0.124589235
1595,Map3k1,-444.1584873,-444.1584857,-1.62E-06,1.944983038,910.5596985,904.999017,910.5597011,1,1
1596,Trappc10,-476.3280498,-476.8653062,0.537256335,0.126121996,975.9733361,970.412655,974.8988261,0.299928361,1
1597,2310035C23Rik,-560.1100487,-560.5187154,0.408666644,1.59307646,1143.280221,1137.71954,1142.462824,0.365961005,1
1598,Prkaa1,-369.7897063,-370.3904949,0.600788605,1.628625099,763.0237046,757.463025,761.8221391,0.273006673,1
1599,Cltb,-607.7870399,-607.7870282,-1.16E-05,0.00088979,1237.816784,1232.25611,1237.816806,1,1
1600,Rprd1a,-501.15252,-501.2321707,0.079650671,1.30E-06,1024.707063,1019.14638,1024.547767,0.68980057,1
1601,Dgcr2,-540.7385667,-540.9403815,0.201814723,0.443375119,1104.123488,1098.56299,1103.71986,0.525220787,1
1602,Fnbp4,-468.2096433,-468.6764428,0.466799491,2.806244377,959.5956062,954.034919,958.6620131,0.333929475,1
1603,Rad54l2,-298.4676157,-298.4680036,0.000387899,0.824416491,619.1787357,613.618052,619.1779579,0.977779274,1
1604,Rangrf,-166.7410698,-166.7433905,0.00232068,0.06306757,355.7295093,350.168828,355.7248661,0.945684118,1
1605,Ddx3x,-716.9328297,-716.9328243,-5.49E-06,0.305146432,1456.108382,1450.54769,1456.108386,1,1
1606,Ptms,-749.6729691,-762.6165641,12.94359502,1.529573008,1538.449206,1532.88852,1521.588665,3.62E-07,1.49E-05
1607,Dtd1,-502.1742303,-502.1742291,-1.13E-06,0.000913684,1026.591181,1021.0305,1026.591187,1,1
1608,Eif1,-897.379468,-926.7006625,29.32119449,1.276393344,1875.64551,1870.08464,1817.001663,1.89E-14,2.16E-12
1609,Ifit2,-339.1803989,-344.7901929,5.609794018,2.598089807,711.823015,706.262334,700.6035243,0.000809385,0.014099233
1610,Tmcc2,-600.2850819,-600.3576511,0.072569156,0.000503567,1222.958031,1217.39735,1222.81289,0.703225343,1
1611,Cd3eap,-249.0816518,-249.0816511,-6.70E-07,3.84E-05,520.406029,514.845348,520.4060301,1,1
1612,Sms,-474.4142013,-474.4142032,1.90E-06,0.007724553,971.0711254,965.510447,971.0711291,0.998444638,1
1613,Esam,-294.2613362,-295.0685753,0.807239091,1.862901401,612.3798754,606.819193,610.7653989,0.203863448,0.90885298
1614,Zfp692,-332.5526462,-332.5526475,1.30E-06,0.000516939,687.3480136,681.787333,687.3480189,0.99871345,1
1615,Trappc11,-532.9142457,-533.0649743,0.150728643,0.736341809,1088.372975,1082.81229,1088.071218,0.582970272,1
1616,Atrx,-720.933285,-721.2131953,0.27991031,1.813395871,1464.669118,1459.10844,1464.109297,0.454332527,1
1617,Dip2c,-545.6866045,-547.4060762,1.719471709,4.237355414,1117.054879,1111.49435,1113.615936,0.063676402,0.453797439
1618,Afap1,-390.0997572,-390.7261458,0.626388658,1.71020008,803.6949859,798.134327,802.4422409,0.263022687,1
1619,Ensa,-660.2291001,-661.7858347,1.556734604,2.075473416,1345.814241,1340.25356,1342.700927,0.077647408,0.519245203
1620,Pacs2,-519.8437938,-520.8156231,0.971829339,0.784576646,1063.873973,1058.31329,1061.930314,0.163271831,0.805735233
1621,Nradd,-156.7219055,-156.7219051,-3.93E-07,0.004985117,335.6865366,330.125855,335.6865375,1,1
1622,Ahcyl1,-795.6675972,-801.5821596,5.914562388,0.525042041,1616.400448,1619.84754,1613.577921,0.000583114,0.010830613
1623,Atp5d,-828.3845116,-835.245346,6.860834428,1.628224548,1692.747167,1687.18648,1679.01175,0.000211994,0.004612043
1624,Pmvk,-420.6874905,-421.0416204,0.354129927,1.913605186,864.3259674,858.765291,863.6177075,0.400022104,1
1625,Arglu1,-732.0909671,-733.3659431,1.274975957,0.785630597,1488.974611,1483.41393,1486.424661,0.110297612,0.641153341
1626,Fam57b,-565.433614,-565.4336058,-8.21E-06,1.129314259,1153.109939,1147.54926,1153.109955,1,1
1627,Sep-15,-730.1597303,-744.7374734,14.57774318,2.061309961,1511.717676,1506.15699,1482.562187,6.68E-08,3.04E-06
1628,Slc35d3,-384.5813097,-384.5812964,-1.33E-05,0.727073085,791.4053098,785.844638,791.4053459,1,1
1629,Tmem59,-736.5610427,-737.1184011,0.557358386,3.369266304,1496.479528,1490.91885,1495.364812,0.29105892,1
1630,Timm23,-479.5102437,-480.7882652,1.278021518,1.724873196,983.8192591,978.258575,981.2632139,0.10987328,0.640557014
1631,Snx32,-415.1229171,-415.3767963,0.253879208,0.646515639,852.9961785,847.435507,852.4885607,0.476110834,1
1632,Psd3,-841.1723707,-868.3019494,27.12957875,1.532353107,1749.915413,1753.28701,1704.587468,1.76E-13,1.72E-11
1633,Ncoa6,-474.5936995,-474.6229572,0.029257771,0.000858182,971.4888675,965.92819,971.4301255,0.808857759,1
1634,Uhrf1bp1l,-500.153976,-501.896224,1.74224802,1.281204377,1026.035077,1020.47426,1022.550679,0.06194622,0.445096174
1635,Ube2e2,-513.8472451,-513.8536752,0.006430081,1.321771108,1049.950077,1044.3894,1049.937217,0.909711335,1
1636,Fbxo28,-508.5111404,-508.6464232,0.135282736,3.242678112,1039.535808,1033.97489,1039.265007,0.602952701,1
1637,Tm2d2,-598.9692788,-599.091097,0.121818197,1.277396305,1220.424922,1214.86424,1220.181284,0.621591968,1
1638,Mlc1,-814.1800353,-815.446069,1.266033719,0.685417309,1653.134865,1647.57418,1650.602797,0.111553969,0.646230188
1639,Gtf3c1,-541.3825162,-542.7144303,1.331914165,4.624867718,1107.671581,1102.1109,1105.007759,0.102653394,0.614308007
1640,Rnaseh2c,-269.0519162,-269.2108706,0.158954461,0.820315276,560.6644603,555.103779,560.3465589,0.572867024,1
1641,Wtap,-515.4213192,-515.6057865,0.184467286,0.000944868,1053.454349,1047.89367,1053.085365,0.543585591,1
1642,Nin,-409.3666094,-410.0580337,0.691424309,1.880922321,842.3588581,836.798177,840.9759453,0.239616519,0.9799668
1643,Ppp2r2d,-534.1486807,-534.8426803,0.693999566,0.676262676,1091.928078,1086.3674,1090.540088,0.238743289,0.978403632
1644,C030034I22Rik,-164.3374713,-164.6931365,0.35566519,1.43030941,351.628999,346.068317,350.9176691,0.399002511,1
1645,Ccdc124,-422.6051882,-422.6300625,0.024874298,0.000163863,867.5028527,861.942171,867.4531029,0.823501314,1
1646,Heph,-190.0015035,-190.0015031,-4.08E-07,0.001047943,402.2457353,396.685051,402.2457335,1,1
1647,Cd164,-613.2160527,-617.2180295,4.001976847,1.590296106,1256.678789,1251.11812,1248.674832,0.004667532,0.061813605
1648,Mtmr14,-220.2282057,-220.2282027,-2.97E-06,0.002414885,462.6991317,457.13845,462.6991379,1,1
1649,Rnf149,-509.9187378,-510.392299,0.473561157,0.838619806,1043.027324,1037.46664,1042.080202,0.330452871,1
1650,Phlda3,-276.8789694,-276.8789687,-7.57E-07,1.458371428,576.0006637,570.439982,576.0006653,1,1
1651,Cnih2,-608.8782136,-616.5074093,7.629195642,3.664226332,1255.257543,1249.69686,1239.999154,9.38E-05,0.002239822
1652,Aqr,-367.2998376,-368.4461719,1.146334277,1.309847427,759.1350729,753.57439,756.8424017,0.129986265,0.709576013
1653,Lgalsl,-601.9722748,-602.5237989,0.551524175,1.011697387,1227.290324,1221.72964,1226.187276,0.293598091,1
