,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC,pval,q value
5430417L22Rik,-549.275504,-549.4018076,0.126303619,0.601468383,,0.722295788,1
Fbxl3,-570.5919323,-570.5919237,-8.61E-06,0.297557583,,1,1
Tmem129,-449.9444322,-449.9444337,1.52E-06,0.008135496,,0.99901682,1
Zfp36l2,-475.6171271,-475.6233293,0.006202251,0.926649739,,0.937227997,1
Ifitm3,-462.7651064,-463.3193183,0.554211889,0.384765732,,0.456601807,1
Znhit1,-429.6994161,-429.6994176,1.43E-06,0.0011804,,0.999045895,1
Nadkd1,-443.9279159,-443.9284213,0.000505427,0.299574877,,0.982063708,1
Gmfb,-644.7921735,-644.7926376,0.000464043,0.405733773,,0.982813568,1
Git2,-375.1440467,-375.2332018,0.089155057,0.562767917,,0.765254086,1
Usp5,-522.5641175,-524.7273146,2.16319716,2.963407518,,0.141350315,1
Socs2,-344.8393797,-344.8445483,0.005168623,0.471643293,,0.942686952,1
Mgst3,-597.1852818,-597.1852772,-4.64E-06,0.00495601,,1,1
Dazap2,-725.9860916,-725.9860881,-3.48E-06,0.853477686,,1,1
Akap13,-422.6533649,-422.8788765,0.225511583,1.950012576,,0.634872081,1
Rb1cc1,-563.8359811,-564.026951,0.190969894,1.630404277,,0.662110606,1
Arl6ip5,-524.0121136,-524.0364192,0.024305619,8.54E-05,,0.8761098,1
2700029M09Rik,-460.6710995,-460.8427798,0.171680337,1.045785384,,0.678622736,1
Rfc1,-407.5909345,-407.5909207,-1.38E-05,0.002375792,,1,1
Sap30l,-326.538354,-326.7450139,0.206659841,1.984446119,,0.649398079,1
Tubb2b,-792.5393722,-794.8748849,2.335512633,3.15E-13,,0.126453356,1
Arf1,-771.5000583,-776.3875491,4.887490779,1.498054251,,0.027051975,1
Sema4g,-309.5920559,-309.7004398,0.108383887,1.843693704,,0.741991612,1
Pigt,-280.9253436,-280.9268466,0.001503059,0.880944172,,0.969074313,1
Jph3,-533.4318907,-533.4487321,0.01684144,1.531999165,,0.896744781,1
Dlat,-612.1109196,-612.1109186,-1.02E-06,0.001628567,,1,1
Ndufv1,-614.137397,-614.2726591,0.135262105,4.37E-10,,0.713037307,1
Rpl29,-697.4472763,-697.4472748,-1.54E-06,0.980455488,,1,1
Rps8,-764.6036625,-765.1264279,0.522765392,1.044257216,,0.469664423,1
Cygb,-443.4715728,-443.4733245,0.001751632,0.374372743,,0.966616283,1
Ik,-613.7296156,-613.7589156,0.029300067,6.14E-07,,0.864088033,1
Dusp3,-704.2930101,-704.5103486,0.217338497,0.857858515,,0.641075376,1
Cpa6,-321.6607111,-321.7019398,0.041228683,0.000701169,,0.839097144,1
Tesk1,-433.2388786,-433.2480459,0.009167274,1.434607272,,0.923722398,1
Prdx1,-790.0627639,-791.6199798,1.557215954,1.225024171,,0.212073324,1
Mesdc2,-438.2390178,-438.2390093,-8.50E-06,1.78E-06,,1,1
Tnrc6a,-525.8209266,-526.267258,0.44633134,2.109449094,,0.504082311,1
Ppil6,-125.2090059,-125.209004,-1.91E-06,0.000568109,,1,1
Acadsb,-226.7522537,-226.8910435,0.13878983,1.460394044,,0.709487061,1
Atp2b1,-941.7551361,-946.5631656,4.808029515,16.5172188,,0.028327419,1
2010003O02Rik,-228.0305033,-228.2625694,0.232066083,3.721061014,,0.629996073,1
S100a16,-641.7072174,-642.7187716,1.011554196,0.508157232,,0.314530789,1
Chd8,-480.1606569,-480.1606554,-1.51E-06,1.972342391,,1,1
Hdgf,-600.3167594,-600.3603951,0.04363572,0.580437728,,0.834532825,1
Mpp5,-393.8173418,-393.8173406,-1.18E-06,0.141318123,,1,1
Pde3b,-222.5610423,-222.6269186,0.065876285,0.810512424,,0.797438351,1
Tmem136,-278.3381149,-279.2395603,0.901445441,0.960828687,,0.342394431,1
Zfp160,-219.890625,-219.8906212,-3.80E-06,0.04331172,,1,1
Lrrc1,-318.4537403,-320.0067369,1.552996633,1.186543417,,0.212693601,1
Slc4a10,-730.5669201,-730.5669161,-3.92E-06,1.200035182,,1,1
Stk25,-582.6622911,-582.6622885,-2.58E-06,0.000910217,,1,1
Lsm14a,-575.0306909,-575.1692554,0.13856451,0.050797285,,0.709712275,1
St8sia3,-453.0358356,-453.8996985,0.863862911,0.857465896,,0.352659937,1
Hexdc,-352.6210827,-352.6210831,4.18E-07,1.40E-05,,0.999484225,1
Hr,-129.3992741,-129.4423242,0.043050073,2.209856785,,0.835631016,1
Dad1,-653.0434774,-653.2109372,0.167459823,0.773867555,,0.682379281,1
Rspo1,-48.81888034,-49.83527135,1.016391012,5.371650595,,0.313376603,1
Pja1,-729.8932209,-730.4739663,0.580745369,1.902487324,,0.446020308,1
Lmbrd1,-659.3991539,-659.4050969,0.005943014,1.480561538,,0.938551197,1
Elavl2,-477.2587019,-477.3502907,0.091588774,0.000465784,,0.762166992,1
Nfib,-663.3438604,-663.3846927,0.040832331,0.000512774,,0.839861912,1
Copg1,-624.7092531,-624.9066161,0.197362994,0.663312743,,0.656857834,1
Mlx,-344.305667,-344.3056693,2.30E-06,0.017025584,,0.998789813,1
Nub1,-434.1380004,-434.1380718,7.14E-05,1.63E-05,,0.993258355,1
Smad3,-305.6148691,-305.618498,0.00362881,0.905724429,,0.951964801,1
Cap2,-505.9680317,-506.5996655,0.631633812,0.898104129,,0.426756653,1
Slc13a3,-511.3368344,-511.3368568,2.24E-05,0.052633908,,0.99622493,1
Ddx52,-261.3280355,-261.3280318,-3.69E-06,1.73E-05,,1,1
Serpini1,-869.7924188,-874.7034718,4.911052964,14.65181197,,0.026685369,1
Mrpl52,-434.2803412,-434.3101967,0.029855421,3.47E-05,,0.862818688,1
Pde9a,-180.4142564,-180.4142567,3.23E-07,0.000209353,,0.999546213,1
Gtf2h1,-424.948436,-424.9668538,0.018417862,0.001814966,,0.892048625,1
Copz1,-478.2885318,-478.3206019,0.032070141,5.22E-05,,0.857873802,1
Mt3,-778.922273,-778.9222586,-1.45E-05,0.572848043,,1,1
Igfbp2,-713.0345057,-714.2846432,1.250137426,0.019382083,,0.263526231,1
Suclg1,-611.5818273,-617.6555359,6.073708606,11.73386783,,0.013720858,1
Arpp19,-503.7844625,-503.8877077,0.103245197,0.180802341,,0.747969488,1
Bcl2l13,-412.4262248,-412.4262272,2.44E-06,4.50E-05,,0.998753843,1
Tnnt1,-112.3313375,-112.4835572,0.152219659,0.272749804,,0.696423133,1
Rab8a,-394.3178728,-394.3228668,0.00499401,0.011592294,,0.943661745,1
Ube3b,-569.501341,-570.2876812,0.786340165,0.00070692,,0.375209079,1
Maml3,-242.6332052,-244.1286335,1.49542836,5.362271162,,0.221376126,1
Map7d1,-706.2030795,-706.2030858,6.27E-06,0.462691366,,0.998002527,1
Wdr37,-487.1862562,-487.5069018,0.320645557,0.837661025,,0.571219947,1
Sfxn3,-482.3978592,-482.4279053,0.030046135,6.28E-11,,0.86238559,1
Sptbn4,-539.2294746,-540.1986493,0.969174648,0.70382736,,0.324886106,1
Aldh1l1,-433.7188101,-433.9254448,0.206634717,0.903823963,,0.649417963,1
Lypla2,-500.7880714,-500.8926429,0.104571538,1.205888582,,0.746411088,1
2610301B20Rik,-482.7115364,-483.7185051,1.006968685,3.413800655,,0.315630145,1
Ctc1,-331.0390018,-331.0819372,0.042935381,0.000522108,,0.835846994,1
Mapkapk2,-452.5278371,-452.5752335,0.047396341,0.00051587,,0.827657404,1
Phf23,-433.8904072,-434.6131872,0.72277996,1.483922046,,0.395233543,1
Aifm3,-413.1001898,-413.7451147,0.644924885,1.210797686,,0.421933031,1
Atp6v1a,-873.1898887,-878.2385298,5.048641039,18.10818054,,0.02464526,1
Trank1,-486.1358075,-486.217141,0.0813335,0.468358961,,0.775498362,1
Smek1,-482.3656493,-482.4639394,0.098290087,2.391477033,,0.753891326,1
D14Abb1e,-462.129126,-462.3792527,0.250126656,4.04E-12,,0.616985909,1
Intu,-222.6125681,-222.6309698,0.018401704,0.006269188,,0.8920957,1
Cap1,-190.0803224,-190.9441689,0.863846486,3.950545436,,0.352664514,1
Zfp281,-483.5708246,-483.5708235,-1.08E-06,1.651766968,,1,1
H2afj,-446.9800905,-446.9800904,-5.23E-08,0.000248892,,1,1
Rptor,-464.3286927,-464.7559931,0.427300394,1.951788944,,0.513316586,1
Mrpl40,-367.1766256,-367.2992428,0.122617274,0.826949066,,0.726213,1
Zyg11b,-614.7218126,-614.7434327,0.021620107,1.311113624,,0.883102204,1
Fam19a2,-352.9560317,-354.248432,1.292400293,0.173915186,,0.255606078,1
Crabp2,-224.9405283,-225.0903569,0.149828608,4.285678571,,0.6986992,1
Ctdsp2,-516.4868246,-516.4868186,-6.06E-06,0.003305594,,1,1
Creb1,-534.2388308,-535.9187877,1.679956927,1.117765388,,0.194930176,1
Uckl1,-330.0552985,-330.8994833,0.844184732,1.225780882,,0.358202672,1
Eef1b2,-629.1621426,-629.1977835,0.035640906,2.43448357,,0.850258984,1
Atp11a,-507.5260313,-507.5260268,-4.47E-06,0.000934237,,1,1
Syngr1,-665.1348486,-665.1348469,-1.76E-06,0.120837051,,1,1
Scn2b,-449.9925371,-449.9925553,1.81E-05,0.21986937,,0.99660106,1
A830018L16Rik,-464.7999758,-464.7999747,-1.14E-06,0.000196857,,1,1
Dpf2,-496.8407094,-499.429051,2.588341547,1.287394261,,0.107653004,1
0610010F05Rik,-345.5007907,-345.5007892,-1.50E-06,0.001522349,,1,1
Smdt1,-626.8572575,-627.1513595,0.294101923,2.201027833,,0.587603833,1
Banf1,-418.3001965,-418.3001968,2.79E-07,0.005091361,,0.99957884,1
Matn2,-429.8292724,-430.4980709,0.668798423,0.164393293,,0.413470845,1
Nsmce4a,-449.3729864,-449.394006,0.02101961,7.09E-06,,0.884725548,1
Rab31,-523.8237351,-524.2146643,0.390929154,5.65E-06,,0.531811403,1
Nap1l4,-577.8865127,-578.2687556,0.382242864,1.20381708,,0.536405331,1
Pex3,-412.5137909,-412.5137854,-5.50E-06,0.00073128,,1,1
Pla2g16,-580.184157,-580.4242251,0.240068103,0.175510462,,0.624156932,1
Col6a1,-358.7138475,-358.9919168,0.278069326,0.78704893,,0.59796945,1
2610034M16Rik,-108.101334,-108.8849853,0.7836513,3.603157785,,0.376026764,1
Cxcr4,-317.8599387,-317.859938,-6.95E-07,0.000546971,,1,1
Ppapdc2,-358.3620181,-358.3620148,-3.27E-06,0.14205562,,1,1
Appl1,-533.2442328,-533.8641288,0.619895943,1.039716149,,0.431085957,1
Zfp263,-350.8787258,-352.3104492,1.431723392,1.575927772,,0.231483386,1
Imp3,-505.7191017,-505.7190968,-4.94E-06,0.001081573,,1,1
Sox1,-434.2572115,-434.2572101,-1.48E-06,0.045620075,,1,1
Bmpr1a,-586.5983587,-587.2078738,0.609515099,3.184793897,,0.434970442,1
Prmt10,-286.9069229,-286.9069239,1.04E-06,0.000889039,,0.999185649,1
Cfdp1,-565.8942932,-565.8942909,-2.23E-06,0.00017095,,1,1
Mapre2,-708.6978107,-715.2852843,6.58747364,1.067540812,,0.010269881,1
Ythdf3,-556.1868964,-556.3377626,0.150866114,3.72E-05,,0.697709039,1
Rnf13,-625.3412042,-625.3412021,-2.07E-06,0.002236507,,1,1
Szrd1,-444.2451124,-444.3408168,0.095704396,1.854814728,,0.757046728,1
Setd2,-518.0845046,-519.3926861,1.308181542,0.548331086,,0.252724161,1
Shisa6,-390.8468343,-390.9463391,0.099504842,0.153637635,,0.752424654,1
Hivep2,-752.257126,-752.5066426,0.249516587,1.25542877,,0.61741567,1
Tnip2,-181.1604543,-181.1604544,8.44E-08,5.66E-05,,0.999768256,1
Zfp513,-311.7660232,-311.7660195,-3.72E-06,0.000174222,,1,1
Cln6,-175.1168694,-175.4309682,0.314098767,2.235000888,,0.575175842,1
Pvrl3,-301.8432636,-301.8432632,-4.12E-07,0.000943036,,1,1
Plxnb2,-497.3829263,-498.3440933,0.961166961,0.642125733,,0.326893038,1
Atg4c,-361.3168098,-361.339559,0.022749203,0.000355991,,0.880111091,1
Vim,-752.7822303,-754.6490264,1.866796066,0.176826819,,0.171842482,1
Slc8a1,-776.3177042,-776.317703,-1.21E-06,3.341391512,,1,1
Fam213b,-353.9764392,-353.9764314,-7.76E-06,3.84E-06,,1,1
Med31,-305.4325291,-305.5121026,0.079573567,0.002243733,,0.777876133,1
Pink1,-811.7650746,-811.7650698,-4.83E-06,8.818812929,,1,1
Dda1,-503.8901164,-503.8902058,8.95E-05,0.013143585,,0.992453839,1
Mpc2,-691.8902337,-692.3783338,0.488100099,0.163022342,,0.484776033,1
C1qb,-489.9343461,-490.3540235,0.419677454,0.494649693,,0.517098033,1
Glcci1,-464.4280297,-464.4405943,0.01256456,1.31307579,,0.91075066,1
Ranbp10,-360.4534492,-360.7311623,0.27771306,1.544635735,,0.598204091,1
Ccdc38,-101.7163439,-101.7207306,0.004386654,0.073703842,,0.947193262,1
Slc25a40,-227.9809993,-228.5334429,0.552443595,1.048503489,,0.457320958,1
Klf13,-585.9760658,-587.474821,1.498755144,0.679079257,,0.220863003,1
Trim46,-467.8870725,-467.9598221,0.072749569,1.087850104,,0.787374687,1
Ccdc112,-222.1460397,-222.1460537,1.40E-05,3.54E-05,,0.997017958,1
Mar-02,-457.8401616,-458.5993897,0.759228098,2.710600066,,0.383570195,1
Snx10,-620.8811959,-620.8931494,0.011953546,0.827091162,,0.912938951,1
Sfrs18,-690.8174265,-690.8174231,-3.37E-06,0.005382418,,1,1
Carkd,-499.5842015,-499.640629,0.056427452,0.668517208,,0.812234298,1
Smc5,-386.8046122,-388.7957189,1.991106653,2.365911487,,0.158225217,1
Hspa2,-568.6167495,-568.7406828,0.12393321,0.006686714,,0.724807148,1
Sel1l3,-186.6286377,-186.628637,-6.20E-07,0.004505066,,1,1
Clic4,-660.4459351,-660.481871,0.03593587,0.720029302,,0.849647989,1
Rnf6,-525.902187,-526.0361194,0.13393246,0.732465167,,0.714389074,1
Slc6a8,-556.2264985,-556.6591255,0.432627084,1.993260059,,0.510702686,1
Lyl1,-226.3484905,-226.3484908,3.45E-07,4.871264753,,0.999531129,1
Gm1821,-993.2130326,-998.5091611,5.296128501,43.51078873,,0.021372878,1
Nudt18,-330.7270269,-330.8256027,0.098575806,1.939957667,,0.753545463,1
Efnb1,-271.6537183,-271.6664857,0.01276739,0.011754282,,0.910036203,1
Igsf3,-504.820789,-504.8207859,-3.11E-06,0.000488025,,1,1
Tmx4,-747.0320385,-747.0320355,-2.99E-06,1.37171482,,1,1
Eif3f,-701.9228685,-701.9233502,0.000481663,0.710896246,,0.982490375,1
Egr1,-813.5054872,-813.682805,0.177317757,1.123872077,,0.673688523,1
Src,-563.9404296,-564.0763639,0.135934315,0.632199882,,0.712356783,1
Mis18a,-176.251514,-176.5882138,0.336699823,1.41014616,,0.561740369,1
Zfp239,-274.0537716,-275.3924283,1.338656691,0.945141657,,0.247271002,1
Vps16,-377.3206895,-377.6532225,0.33253293,0.948586686,,0.5641714,1
Oaz2,-614.9488262,-615.3501094,0.401283176,2.80E-09,,0.526427314,1
Dbnl,-410.4456026,-411.8235414,1.377938809,1.210661075,,0.240452555,1
Dlg3,-610.6712892,-611.0126484,0.341359183,3.280329493,,0.559045724,1
Ccp110,-331.3440363,-331.3440355,-7.85E-07,0.000178094,,1,1
Epb4.9,-523.4432909,-523.7521105,0.308819599,0.656628695,,0.578405431,1
Rpl13a,-700.5483847,-700.8951254,0.346740743,1.623498401,,0.55596394,1
Ddt,-487.7772263,-487.7772228,-3.50E-06,0.001773803,,1,1
Sepn1,-223.9191068,-223.9191089,2.17E-06,0.663434943,,0.998824196,1
Slmo1,-348.5146298,-348.514626,-3.82E-06,0.216960552,,1,1
Usp11,-478.7919271,-478.8038031,0.011875952,0.667514316,,0.913220858,1
Bex1,-612.4087576,-612.4087547,-2.88E-06,0.000222082,,1,1
Ptgr2,-453.9010298,-453.9010398,9.99E-06,0.001693943,,0.997478047,1
Vps41,-546.5191545,-546.5702206,0.051066061,0.673421989,,0.821218523,1
Fbxo25,-509.142066,-509.3862664,0.244200436,5.553917962,,0.621188664,1
Pphln1,-452.4128671,-452.4191011,0.006233971,0.50657043,,0.93706802,1
Mob2,-428.0740379,-428.1049538,0.030915942,0.027349508,,0.860428053,1
Rab1,-765.8807243,-765.8807095,-1.48E-05,4.721248024,,1,1
Slc30a3,-162.0556755,-162.305339,0.249663519,1.204851796,,0.617312104,1
Vps28,-566.3089513,-566.3089297,-2.17E-05,0.158888949,,1,1
Pced1a,-118.6424056,-118.6732576,0.030851983,1.1230326,,0.86057102,1
Dapk1,-398.3963041,-398.5799259,0.183621746,0.647491556,,0.668279068,1
Esrrg,-417.3208958,-417.3208942,-1.63E-06,8.08E-05,,1,1
Rap1a,-619.8185493,-620.5200748,0.701525501,0.632024166,,0.402271578,1
Tmod2,-758.6669132,-759.7474182,1.080504941,0.492718238,,0.298584625,1
Narfl,-361.8259557,-361.8259548,-9.47E-07,0.311852213,,1,1
Fgf12,-737.5650835,-738.401893,0.836809497,2.022901562,,0.360310853,1
Usp36,-267.4689474,-267.6901968,0.221249437,2.082001599,,0.638089555,1
4933434E20Rik,-500.3760752,-500.3761424,6.72E-05,0.001246629,,0.993460186,1
Nrxn3,-847.1799932,-847.1799825,-1.07E-05,0.021418259,,1,1
Rsrc2,-611.8709606,-612.334987,0.464026358,0.788741081,,0.495748237,1
Ptdss1,-465.5600147,-465.5600025,-1.22E-05,0.007259482,,1,1
Gcsh,-564.5735565,-564.5735547,-1.77E-06,1.4573614,,1,1
Rpl21,-672.9081027,-673.0896433,0.181540619,2.000789568,,0.670052586,1
Acsl3,-677.0569649,-677.0569475,-1.74E-05,0.216688787,,1,1
0610038B21Rik,-28.05938473,-28.0593845,-2.24E-07,0.008451875,,1,1
Mtx3,-363.1298895,-363.1299239,3.44E-05,6.72E-05,,0.995321281,1
Rpsa,-752.3510119,-757.0665888,4.715576889,1.188711212,,0.029890535,1
Dnajc13,-383.6437864,-383.8950728,0.251286404,1.87184716,,0.616170734,1
Adamtsl1,-199.762623,-199.8735525,0.110929492,1.430254093,,0.739088394,1
Ythdc1,-528.6912879,-528.6912816,-6.33E-06,0.554532865,,1,1
Nrn1,-480.3941124,-480.3941175,5.07E-06,0.124018113,,0.998203735,1
Rasa2,-593.7690031,-594.2243187,0.455315609,0.864788501,,0.499821406,1
U2af1,-486.4716583,-486.6189274,0.147269072,4.105732999,,0.701158912,1
Zfp46,-318.8163533,-318.8176566,0.001303291,0.020265869,,0.971201724,1
Gatm,-668.3067849,-671.2380693,2.931284377,0.059330284,,0.086878351,1
Gps1,-600.1201778,-600.1201766,-1.19E-06,0.000446413,,1,1
Pik3ca,-513.9765293,-513.9956703,0.019141023,0.000216611,,0.889962952,1
Csnk1a1,-629.1926601,-629.192724,6.39E-05,0.225597674,,0.99362337,1
Tmem165,-487.7165037,-487.7245888,0.008085153,0.367452597,,0.92835279,1
Ddx3y,-543.2950381,-543.660982,0.365943868,4.638668598,,0.545223552,1
Myl6,-642.0869555,-642.0932343,0.006278801,1.113932777,,0.936842613,1
Gm20594,-446.2288868,-447.8343543,1.60546756,0.180782561,,0.205130096,1
Rab5a,-482.3478079,-482.3478027,-5.18E-06,0.000659025,,1,1
Syvn1,-232.2041957,-232.2927766,0.088580859,0.931214582,,0.765989111,1
Bcor,-355.8793728,-356.0366668,0.157294026,0.094305414,,0.69166016,1
Kcnmb4,-449.1579904,-449.1703636,0.012373257,1.835896888,,0.911429884,1
Sirt2,-729.5519147,-729.5520999,0.000185137,0.34339313,,0.989143928,1
Igsf8,-520.7647704,-520.7647527,-1.77E-05,0.640289998,,1,1
Ajap1,-524.0747137,-524.0965583,0.021844593,2.07E-05,,0.882501269,1
Ccng2,-508.1694373,-508.2895522,0.120114875,0.701859285,,0.728909932,1
Armcx4,-348.6143168,-348.6251002,0.010783406,0.003002598,,0.917293798,1
Lims1,-453.8779669,-455.0565726,1.178605677,0.611504643,,0.277640035,1
Sav1,-358.8536509,-358.8657573,0.012106424,0.659483923,,0.912386221,1
Mfap3,-305.2525774,-306.3406384,1.088060989,3.651458661,,0.296901231,1
Rnasek,-663.428954,-663.5009223,0.071968297,0.95054181,,0.788492208,1
Psmd8,-647.2107192,-648.140243,0.929523819,0.739312372,,0.334986691,1
Zmym6,-238.2924208,-238.2974955,0.005074636,1.790761757,,0.943209551,1
Napb,-314.7807057,-314.9915025,0.210796838,0.489775281,,0.646143566,1
Tpd52,-464.129576,-464.1295725,-3.52E-06,0.000323746,,1,1
Slc26a11,-101.4556793,-101.4553262,-0.000353089,0.189816683,,1,1
Gpbp1l1,-429.7585108,-429.7757967,0.017285869,0.000164866,,0.89539898,1
Slc39a10,-480.0730494,-480.4348052,0.3617558,3.306343515,,0.547532722,1
Whsc1l1,-487.7336285,-487.7676603,0.034031831,2.21E-05,,0.853639125,1
Edem1,-258.8240738,-258.8240738,3.63E-08,2.864744832,,0.999847975,1
Tmem56,-421.4440329,-421.4654646,0.021431653,0.916664275,,0.883609151,1
Tnip1,-318.9467145,-318.9467132,-1.28E-06,1.113753338,,1,1
Scn2a1,-568.2640989,-568.7107207,0.446621838,0.559787532,,0.503943571,1
Fbxw5,-491.3316043,-491.4319746,0.10037035,0.691126637,,0.751385651,1
Nbas,-331.2512014,-331.2680417,0.016840352,1.222803213,,0.896748095,1
Gpx6,-88.63353371,-88.86628866,0.232754947,1.16411844,,0.629488558,1
Ubl3,-800.3679583,-800.4612905,0.093332207,4.085735669,,0.759982931,1
Helq,-114.8885762,-114.888575,-1.18E-06,0.522080253,,1,1
Dhx9,-613.3920082,-613.3920082,-6.31E-09,0.34381753,,1,1
Fto,-544.6086938,-544.6352508,0.026556962,3.39E-05,,0.870547512,1
Adck1,-388.9086903,-389.0807756,0.172085346,0.003400568,,0.678265106,1
0610031J06Rik,-425.6353855,-425.6353852,-2.37E-07,0.0011029,,1,1
D3Bwg0562e,-773.0707004,-773.0706936,-6.76E-06,0.217175093,,1,1
Cisd2,-536.9033538,-536.9034581,0.000104206,0.241609518,,0.991855246,1
Clip3,-753.7018073,-753.919977,0.218169643,2.259629595,,0.640438111,1
Abhd3,-612.2963791,-613.2034199,0.907040762,0.009187028,,0.340900813,1
Ppp1r13b,-526.3590539,-526.359983,0.000929023,0.901755235,,0.975684342,1
Naglu,-186.9657812,-186.9657806,-5.88E-07,0.00022675,,1,1
1110037F02Rik,-446.4389774,-447.2886857,0.849708269,0.655229435,,0.35663488,1
Galt,-288.3117075,-288.5250349,0.213327422,1.449669539,,0.644171812,1
Phyhipl,-652.2171261,-652.2171256,-5.11E-07,0.006488911,,1,1
Myl12a,-559.9857125,-560.0705101,0.084797642,1.71E-05,,0.770898097,1
Flywch1,-235.3845313,-235.844449,0.459917716,2.380407702,,0.497662431,1
Rnf215,-417.5591482,-417.8031399,0.243991701,1.281542265,,0.621337847,1
Zfp758,-133.5096267,-133.5542009,0.04457417,2.160490105,,0.832788985,1
Amz2,-414.3681183,-414.5210185,0.152900143,0.648106859,,0.695779142,1
Fry,-586.6500794,-586.6500778,-1.51E-06,0.000493334,,1,1
Brd7,-388.2919718,-388.291971,-8.04E-07,0.012769395,,1,1
Zfp40,-184.7956901,-185.1248802,0.329190167,1.390196554,,0.566136337,1
Hectd1,-582.8158335,-582.8394384,0.023604939,0.855494892,,0.877894392,1
Epb4.1l3,-720.8470091,-720.8470067,-2.43E-06,3.81228217,,1,1
Mfap3l,-711.3607486,-713.6898944,2.329145859,0.171937875,,0.12697153,1
Dync1li2,-585.0342979,-585.1646172,0.130319264,2.19E-06,,0.718101245,1
Aar2,-435.6447936,-435.6448081,1.45E-05,0.652716877,,0.996958786,1
Notch2,-551.9151707,-553.5600345,1.644863792,0.515669157,,0.199659441,1
Calcoco1,-362.853704,-362.8537053,1.29E-06,0.000295676,,0.999095301,1
Ssr2,-549.5814272,-549.5815124,8.51E-05,0.01524792,,0.992638465,1
Ggnbp2,-552.2695391,-552.269536,-3.16E-06,5.31E-05,,1,1
Ccnk,-445.9085531,-445.9085901,3.70E-05,1.23E-05,,0.995146789,1
Ykt6,-505.6723325,-506.5141251,0.841792564,2.442150061,,0.358884599,1
Pcmtd1,-566.5801946,-566.8214504,0.241255766,1.241286692,,0.623300602,1
Kdm6b,-444.3142545,-444.3193753,0.005120809,0.002424053,,0.942952209,1
Sncb,-876.0015021,-880.6180211,4.616519012,6.668573363,,0.031665438,1
Fam174a,-617.9332139,-618.3592618,0.426047909,1.128169862,,0.513934578,1
Slc38a10,-406.0841378,-406.0841367,-1.11E-06,0.047659547,,1,1
Vps35,-681.1546582,-681.4514945,0.296836243,4.349233364,,0.585872644,1
Mmaa,-289.0229775,-289.0229755,-2.02E-06,3.07E-05,,1,1
Srp14,-675.5309948,-675.5309919,-2.87E-06,0.009540984,,1,1
Syn3,-398.2938406,-398.2938367,-3.82E-06,1.85E-05,,1,1
Slc38a3,-741.9961244,-741.9961192,-5.27E-06,0.00864325,,1,1
4930453N24Rik,-299.2925248,-299.3872142,0.094689387,0.022920323,,0.758298134,1
Fam222a,-317.2800077,-317.2800066,-1.12E-06,9.31E-05,,1,1
Atrn,-601.0781847,-601.0781798,-4.86E-06,0.010861021,,1,1
Hexa,-518.4202439,-518.6658457,0.245601798,4.23E-06,,0.620189156,1
Dnajc2,-357.5288882,-357.5289178,2.96E-05,0.012016169,,0.995657573,1
Ap1s1,-546.9915875,-546.9915845,-3.01E-06,0.000571128,,1,1
